"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Domicílio, espécie";"Domicílio, espécie (código)";"Domicílio, espécie (ordem)";"Moradores, número (operação: Soma)";"Frequência";"Observações"
"9115";"Município (1991)";"251520";"São Sebastião do Umbuzeiro";"3966";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.441";"1112";"1112"
"9115";"Município (1991)";"431960";"São Sepé";"3967";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.918";"7840";"7840"
"9115";"Município (1991)";"355090";"São Simão";"3968";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.918";"3045";"3045"
"9115";"Município (1991)";"522040";"São Simão";"3969";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.001";"2927";"2927"
"9115";"Município (1991)";"316520";"São Thomé das Letras";"3970";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.645";"1442";"1442"
"9115";"Município (1991)";"316500";"São Tiago";"3971";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.614";"2296";"2296"
"9115";"Município (1991)";"316510";"São Tomás de Aquino";"3972";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.865";"1720";"1720"
"9115";"Município (1991)";"241290";"São Tomé";"3973";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.400";"2606";"2606"
"9115";"Município (1991)";"412610";"São Tomé";"3974";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.096";"1218";"1218"
"9115";"Município (1991)";"431970";"São Valentim";"3975";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.676";"1804";"1804"
"9115";"Município (1991)";"172049";"São Valério da Natividade";"3976";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.586";"750";"750"
"9115";"Município (1991)";"431975";"São Vendelino";"3977";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.449";"365";"365"
"9115";"Município (1991)";"355100";"São Vicente";"3978";"1991";"8004";"1991";"Particular permanente";"1";"1";"265.837";"68969";"68969"
"9115";"Município (1991)";"241300";"São Vicente";"3979";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.980";"1123";"1123"
"9115";"Município (1991)";"316530";"São Vicente de Minas";"3980";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.396";"1274";"1274"
"9115";"Município (1991)";"431980";"São Vicente do Sul";"3981";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.517";"2014";"2014"
"9115";"Município (1991)";"261380";"São Vicente Ferrer";"3982";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.145";"3033";"3033"
"9115";"Município (1991)";"211170";"São Vicente Ferrer";"3983";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.458";"3776";"3776"
"9115";"Município (1991)";"251530";"Sapé";"3984";"1991";"8004";"1991";"Particular permanente";"1";"1";"58.466";"12532";"12532"
"9115";"Município (1991)";"292960";"Sapeaçu";"3985";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.091";"3272";"3272"
"9115";"Município (1991)";"431990";"Sapiranga";"3986";"1991";"8004";"1991";"Particular permanente";"1";"1";"58.517";"15889";"15889"
"9115";"Município (1991)";"412620";"Sapopema";"3987";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.073";"1645";"1645"
"9115";"Município (1991)";"330540";"Sapucaia";"3988";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.334";"3782";"3782"
"9115";"Município (1991)";"432000";"Sapucaia do Sul";"3989";"1991";"8004";"1991";"Particular permanente";"1";"1";"104.558";"28632";"28632"
"9115";"Município (1991)";"316540";"Sapucaí-Mirim";"3990";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.264";"1055";"1055"
"9115";"Município (1991)";"330550";"Saquarema";"3991";"1991";"8004";"1991";"Particular permanente";"1";"1";"37.718";"9835";"9835"
"9115";"Município (1991)";"432010";"Sarandi";"3992";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.707";"5214";"5214"
"9115";"Município (1991)";"412625";"Sarandi";"3993";"1991";"8004";"1991";"Particular permanente";"1";"1";"47.833";"11761";"11761"
"9115";"Município (1991)";"355110";"Sarapuí";"3994";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.412";"1609";"1609"
"9115";"Município (1991)";"316550";"Sardoá";"3995";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.268";"847";"847"
"9115";"Município (1991)";"355120";"Sarutaiá";"3996";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.023";"760";"760"
"9115";"Município (1991)";"292970";"Sátiro Dias";"3997";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.630";"2873";"2873"
"9115";"Município (1991)";"270890";"Satuba";"3998";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.069";"1776";"1776"
"9115";"Município (1991)";"292975";"Saubara";"3999";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.963";"1739";"1739"
"9115";"Município (1991)";"421730";"Saudades";"4000";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.048";"2017";"2017"
"9115";"Município (1991)";"292980";"Saúde";"4001";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.280";"2579";"2579"
"9115";"Município (1991)";"421740";"Schroeder";"4002";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.594";"1539";"1539"
"9115";"Município (1991)";"292990";"Seabra";"4003";"1991";"8004";"1991";"Particular permanente";"1";"1";"37.397";"7613";"7613"
"9115";"Município (1991)";"421750";"Seara";"4004";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.974";"4106";"4106"
"9115";"Município (1991)";"355130";"Sebastianópolis do Sul";"4005";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.516";"727";"727"
"9115";"Município (1991)";"293000";"Sebastião Laranjeiras";"4006";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.088";"1781";"1781"
"9115";"Município (1991)";"432020";"Seberi";"4007";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.495";"3458";"3458"
"9115";"Município (1991)";"432023";"Sede Nova";"4008";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.734";"934";"934"
"9115";"Município (1991)";"432026";"Segredo";"4009";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.936";"1644";"1644"
"9115";"Município (1991)";"432030";"Selbach";"4010";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.569";"1193";"1193"
"9115";"Município (1991)";"500780";"Selvíria";"4011";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.616";"1378";"1378"
"9115";"Município (1991)";"120050";"Sena Madureira";"4012";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.140";"4602";"4602"
"9115";"Município (1991)";"522045";"Senador Canedo";"4013";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.795";"5119";"5119"
"9115";"Município (1991)";"316560";"Senador Cortes";"4014";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.838";"463";"463"
"9115";"Município (1991)";"241310";"Senador Elói de Souza";"4015";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.294";"936";"936"
"9115";"Município (1991)";"316570";"Senador Firmino";"4016";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.227";"1438";"1438"
"9115";"Município (1991)";"241320";"Senador Georgino Avelino";"4017";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.658";"549";"549"
"9115";"Município (1991)";"120045";"Senador Guiomard";"4018";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.376";"3847";"3847"
"9115";"Município (1991)";"316580";"Senador José Bento";"4019";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.013";"505";"505"
"9115";"Município (1991)";"150780";"Senador José Porfírio";"4020";"1991";"8004";"1991";"Particular permanente";"1";"1";"28.061";"4982";"4982"
"9115";"Município (1991)";"316590";"Senador Modestino Gonçalves";"4021";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.275";"1083";"1083"
"9115";"Município (1991)";"231270";"Senador Pompeu";"4022";"1991";"8004";"1991";"Particular permanente";"1";"1";"26.521";"6054";"6054"
"9115";"Município (1991)";"270895";"Senador Rui Palmeira";"4023";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.404";"1880";"1880"
"9115";"Município (1991)";"231280";"Senador Sá";"4024";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.158";"1036";"1036"
"9115";"Município (1991)";"412630";"Sengés";"4025";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.973";"3593";"3593"
"9115";"Município (1991)";"293010";"Senhor do Bonfim";"4026";"1991";"8004";"1991";"Particular permanente";"1";"1";"83.220";"16882";"16882"
"9115";"Município (1991)";"316600";"Senhora de Oliveira";"4027";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.071";"1123";"1123"
"9115";"Município (1991)";"316610";"Senhora do Porto";"4028";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.698";"864";"864"
"9115";"Município (1991)";"316620";"Senhora dos Remédios";"4029";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.619";"2054";"2054"
"9115";"Município (1991)";"293020";"Sento Sé";"4030";"1991";"8004";"1991";"Particular permanente";"1";"1";"28.127";"5275";"5275"
"9115";"Município (1991)";"432040";"Serafina Corrêa";"4031";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.370";"2064";"2064"
"9115";"Município (1991)";"316630";"Sericita";"4032";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.367";"1324";"1324"
"9115";"Município (1991)";"251540";"Seridó";"4033";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.870";"1520";"1520"
"9115";"Município (1991)";"316640";"Seritinga";"4034";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.716";"370";"370"
"9115";"Município (1991)";"320500";"Serra";"4035";"1991";"8004";"1991";"Particular permanente";"1";"1";"221.083";"52382";"52382"
"9115";"Município (1991)";"421755";"Serra Alta";"4036";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.824";"854";"854"
"9115";"Município (1991)";"355140";"Serra Azul";"4037";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.165";"1432";"1432"
"9115";"Município (1991)";"316650";"Serra Azul de Minas";"4038";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.874";"852";"852"
"9115";"Município (1991)";"251550";"Serra Branca";"4039";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.565";"3328";"3328"
"9115";"Município (1991)";"251560";"Serra da Raiz";"4040";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.703";"825";"825"
"9115";"Município (1991)";"316660";"Serra da Saudade";"4041";"1991";"8004";"1991";"Particular permanente";"1";"1";"848";"245";"245"
"9115";"Município (1991)";"241330";"Serra de São Bento";"4042";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.292";"1294";"1294"
"9115";"Município (1991)";"241335";"Serra do Mel";"4043";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.990";"1499";"1499"
"9115";"Município (1991)";"293015";"Serra do Ramalho";"4044";"1991";"8004";"1991";"Particular permanente";"1";"1";"32.913";"6084";"6084"
"9115";"Município (1991)";"316680";"Serra do Salitre";"4045";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.912";"1961";"1961"
"9115";"Município (1991)";"316670";"Serra dos Aimorés";"4046";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.187";"2206";"2206"
"9115";"Município (1991)";"293030";"Serra Dourada";"4047";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.442";"3433";"3433"
"9115";"Município (1991)";"251570";"Serra Grande";"4048";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.595";"537";"537"
"9115";"Município (1991)";"355160";"Serra Negra";"4049";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.448";"5694";"5694"
"9115";"Município (1991)";"241340";"Serra Negra do Norte";"4050";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.468";"1532";"1532"
"9115";"Município (1991)";"293040";"Serra Preta";"4051";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.631";"3710";"3710"
"9115";"Município (1991)";"251580";"Serra Redonda";"4052";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.263";"1738";"1738"
"9115";"Município (1991)";"261390";"Serra Talhada";"4053";"1991";"8004";"1991";"Particular permanente";"1";"1";"72.195";"15732";"15732"
"9115";"Município (1991)";"355150";"Serrana";"4054";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.166";"5508";"5508"
"9115";"Município (1991)";"316690";"Serrania";"4055";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.857";"1555";"1555"
"9115";"Município (1991)";"522050";"Serranópolis";"4056";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.768";"1923";"1923"
"9115";"Município (1991)";"316700";"Serranos";"4057";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.030";"501";"501"
"9115";"Município (1991)";"251590";"Serraria";"4058";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.546";"2025";"2025"
"9115";"Município (1991)";"293050";"Serrinha";"4059";"1991";"8004";"1991";"Particular permanente";"1";"1";"75.788";"15072";"15072"
"9115";"Município (1991)";"241350";"Serrinha";"4060";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.680";"1414";"1414"
"9115";"Município (1991)";"261400";"Serrita";"4061";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.933";"3466";"3466"
"9115";"Município (1991)";"316710";"Serro";"4062";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.219";"3915";"3915"
"9115";"Município (1991)";"293060";"Serrolândia";"4063";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.805";"2748";"2748"
"9115";"Município (1991)";"412640";"Sertaneja";"4064";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.692";"1689";"1689"
"9115";"Município (1991)";"261410";"Sertânia";"4065";"1991";"8004";"1991";"Particular permanente";"1";"1";"31.411";"7167";"7167"
"9115";"Município (1991)";"412650";"Sertanópolis";"4066";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.227";"3602";"3602"
"9115";"Município (1991)";"432050";"Sertão";"4067";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.848";"2252";"2252"
"9115";"Município (1991)";"355170";"Sertãozinho";"4068";"1991";"8004";"1991";"Particular permanente";"1";"1";"78.383";"19276";"19276"
"9115";"Município (1991)";"355180";"Sete Barras";"4069";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.437";"2861";"2861"
"9115";"Município (1991)";"316720";"Sete Lagoas";"4070";"1991";"8004";"1991";"Particular permanente";"1";"1";"142.965";"32458";"32458"
"9115";"Município (1991)";"500770";"Sete Quedas";"4071";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.544";"3297";"3297"
"9115";"Município (1991)";"432060";"Severiano de Almeida";"4072";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.429";"1050";"1050"
"9115";"Município (1991)";"241360";"Severiano Melo";"4073";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.389";"2069";"2069"
"9115";"Município (1991)";"355190";"Severínia";"4074";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.122";"2402";"2402"
"9115";"Município (1991)";"421760";"Siderópolis";"4075";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.376";"3280";"3280"
"9115";"Município (1991)";"500790";"Sidrolândia";"4076";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.041";"3791";"3791"
"9115";"Município (1991)";"330560";"Silva Jardim";"4077";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.090";"4465";"4465"
"9115";"Município (1991)";"522060";"Silvânia";"4078";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.865";"4175";"4175"
"9115";"Município (1991)";"172065";"Silvanópolis";"4079";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.878";"1161";"1161"
"9115";"Município (1991)";"432065";"Silveira Martins";"4080";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.357";"593";"593"
"9115";"Município (1991)";"316730";"Silveirânia";"4081";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.030";"462";"462"
"9115";"Município (1991)";"355200";"Silveiras";"4082";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.855";"1134";"1134"
"9115";"Município (1991)";"130400";"Silves";"4083";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.646";"1030";"1030"
"9115";"Município (1991)";"316740";"Silvianópolis";"4084";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.814";"1498";"1498"
"9115";"Município (1991)";"280710";"Simão Dias";"4085";"1991";"8004";"1991";"Particular permanente";"1";"1";"32.139";"7498";"7498"
"9115";"Município (1991)";"316750";"Simão Pereira";"4086";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.409";"567";"567"
"9115";"Município (1991)";"221070";"Simões";"4087";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.085";"4026";"4026"
"9115";"Município (1991)";"293070";"Simões Filho";"4088";"1991";"8004";"1991";"Particular permanente";"1";"1";"71.699";"15402";"15402"
"9115";"Município (1991)";"522068";"Simolândia";"4089";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.509";"1110";"1110"
"9115";"Município (1991)";"316760";"Simonésia";"4090";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.235";"3413";"3413"
"9115";"Município (1991)";"221080";"Simplício Mendes";"4091";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.349";"2726";"2726"
"9115";"Município (1991)";"510790";"Sinop";"4092";"1991";"8004";"1991";"Particular permanente";"1";"1";"37.760";"8842";"8842"
"9115";"Município (1991)";"412660";"Siqueira Campos";"4093";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.130";"3813";"3813"
"9115";"Município (1991)";"261420";"Sirinhaém";"4094";"1991";"8004";"1991";"Particular permanente";"1";"1";"33.084";"6379";"6379"
"9115";"Município (1991)";"280720";"Siriri";"4095";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.288";"1348";"1348"
"9115";"Município (1991)";"522070";"Sítio d'Abadia";"4096";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.732";"548";"548"
"9115";"Município (1991)";"293075";"Sítio do Mato";"4097";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.664";"1612";"1612"
"9115";"Município (1991)";"293076";"Sítio do Quinto";"4098";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.037";"2629";"2629"
"9115";"Município (1991)";"241370";"Sítio Novo";"4099";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.586";"943";"943"
"9115";"Município (1991)";"211180";"Sítio Novo";"4100";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.609";"2549";"2549"
"9115";"Município (1991)";"172080";"Sítio Novo do Tocantins";"4101";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.839";"1554";"1554"
"9115";"Município (1991)";"432070";"Sobradinho";"4102";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.054";"5288";"5288"
"9115";"Município (1991)";"293077";"Sobradinho";"4103";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.172";"4239";"4239"
"9115";"Município (1991)";"231290";"Sobral";"4104";"1991";"8004";"1991";"Particular permanente";"1";"1";"126.756";"26014";"26014"
"9115";"Município (1991)";"316770";"Sobrália";"4105";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.830";"1496";"1496"
"9115";"Município (1991)";"355210";"Socorro";"4106";"1991";"8004";"1991";"Particular permanente";"1";"1";"30.616";"8010";"8010"
"9115";"Município (1991)";"221090";"Socorro do Piauí";"4107";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.237";"1014";"1014"
"9115";"Município (1991)";"251600";"Solânea";"4108";"1991";"8004";"1991";"Particular permanente";"1";"1";"32.699";"7216";"7216"
"9115";"Município (1991)";"432080";"Soledade";"4109";"1991";"8004";"1991";"Particular permanente";"1";"1";"30.376";"7940";"7940"
"9115";"Município (1991)";"251610";"Soledade";"4110";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.154";"2415";"2415"
"9115";"Município (1991)";"316780";"Soledade de Minas";"4111";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.929";"1271";"1271"
"9115";"Município (1991)";"261440";"Solidão";"4112";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.758";"1172";"1172"
"9115";"Município (1991)";"231300";"Solonópole";"4113";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.786";"3615";"3615"
"9115";"Município (1991)";"421770";"Sombrio";"4114";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.155";"5669";"5669"
"9115";"Município (1991)";"500793";"Sonora";"4115";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.682";"1352";"1352"
"9115";"Município (1991)";"355220";"Sorocaba";"4116";"1991";"8004";"1991";"Particular permanente";"1";"1";"374.473";"94378";"94378"
"9115";"Município (1991)";"510792";"Sorriso";"4117";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.765";"3811";"3811"
"9115";"Município (1991)";"150790";"Soure";"4118";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.321";"3247";"3247"
"9115";"Município (1991)";"251620";"Sousa";"4119";"1991";"8004";"1991";"Particular permanente";"1";"1";"78.458";"16545";"16545"
"9115";"Município (1991)";"293080";"Souto Soares";"4120";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.314";"3391";"3391"
"9115";"Município (1991)";"211190";"Sucupira do Norte";"4121";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.405";"2151";"2151"
"9115";"Município (1991)";"355230";"Sud Mennucci";"4122";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.186";"1746";"1746"
"9115";"Município (1991)";"412665";"Sulina";"4123";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.196";"1217";"1217"
"9115";"Município (1991)";"355240";"Sumaré";"4124";"1991";"8004";"1991";"Particular permanente";"1";"1";"226.180";"53349";"53349"
"9115";"Município (1991)";"251630";"Sumé";"4125";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.154";"4019";"4019"
"9115";"Município (1991)";"330570";"Sumidouro";"4126";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.945";"3383";"3383"
"9115";"Município (1991)";"261450";"Surubim";"4127";"1991";"8004";"1991";"Particular permanente";"1";"1";"67.374";"14751";"14751"
"9115";"Município (1991)";"355250";"Suzano";"4128";"1991";"8004";"1991";"Particular permanente";"1";"1";"156.900";"37059";"37059"
"9115";"Município (1991)";"355260";"Tabapuã";"4129";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.997";"3406";"3406"
"9115";"Município (1991)";"130406";"Tabatinga";"4130";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.357";"4251";"4251"
"9115";"Município (1991)";"355270";"Tabatinga";"4131";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.767";"2729";"2729"
"9115";"Município (1991)";"261460";"Tabira";"4132";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.627";"5115";"5115"
"9115";"Município (1991)";"355280";"Taboão da Serra";"4133";"1991";"8004";"1991";"Particular permanente";"1";"1";"159.250";"38863";"38863"
"9115";"Município (1991)";"293090";"Tabocas do Brejo Velho";"4134";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.206";"2208";"2208"
"9115";"Município (1991)";"241380";"Taboleiro Grande";"4135";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.067";"435";"435"
"9115";"Município (1991)";"316790";"Tabuleiro";"4136";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.352";"1097";"1097"
"9115";"Município (1991)";"231310";"Tabuleiro do Norte";"4137";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.879";"5725";"5725"
"9115";"Município (1991)";"261470";"Tacaimbó";"4138";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.571";"2749";"2749"
"9115";"Município (1991)";"261480";"Tacaratu";"4139";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.323";"3572";"3572"
"9115";"Município (1991)";"355290";"Taciba";"4140";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.750";"1187";"1187"
"9115";"Município (1991)";"251640";"Tacima";"4141";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.400";"2324";"2324"
"9115";"Município (1991)";"500795";"Tacuru";"4142";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.905";"1547";"1547"
"9115";"Município (1991)";"355300";"Taguaí";"4143";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.395";"1482";"1482"
"9115";"Município (1991)";"172090";"Taguatinga";"4144";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.271";"2473";"2473"
"9115";"Município (1991)";"355310";"Taiaçu";"4145";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.014";"1259";"1259"
"9115";"Município (1991)";"150795";"Tailândia";"4146";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.508";"3473";"3473"
"9115";"Município (1991)";"421780";"Taió";"4147";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.267";"4673";"4673"
"9115";"Município (1991)";"316800";"Taiobeiras";"4148";"1991";"8004";"1991";"Particular permanente";"1";"1";"26.594";"5794";"5794"
"9115";"Município (1991)";"241390";"Taipu";"4149";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.424";"2132";"2132"
"9115";"Município (1991)";"355320";"Taiúva";"4150";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.195";"1406";"1406"
"9115";"Município (1991)";"355330";"Tambaú";"4151";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.775";"4825";"4825"
"9115";"Município (1991)";"412670";"Tamboara";"4152";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.576";"1182";"1182"
"9115";"Município (1991)";"231320";"Tamboril";"4153";"1991";"8004";"1991";"Particular permanente";"1";"1";"26.180";"5278";"5278"
"9115";"Município (1991)";"355340";"Tanabi";"4154";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.367";"5950";"5950"
"9115";"Município (1991)";"421790";"Tangará";"4155";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.694";"2888";"2888"
"9115";"Município (1991)";"241400";"Tangará";"4156";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.203";"2245";"2245"
"9115";"Município (1991)";"510795";"Tangará da Serra";"4157";"1991";"8004";"1991";"Particular permanente";"1";"1";"39.323";"9104";"9104"
"9115";"Município (1991)";"293100";"Tanhaçu";"4158";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.259";"3566";"3566"
"9115";"Município (1991)";"270900";"Tanque d'Arca";"4159";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.701";"1585";"1585"
"9115";"Município (1991)";"293105";"Tanque Novo";"4160";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.577";"2676";"2676"
"9115";"Município (1991)";"293110";"Tanquinho";"4161";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.276";"1662";"1662"
"9115";"Município (1991)";"130410";"Tapauá";"4162";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.309";"3473";"3473"
"9115";"Município (1991)";"412680";"Tapejara";"4163";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.976";"2890";"2890"
"9115";"Município (1991)";"432090";"Tapejara";"4164";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.771";"4704";"4704"
"9115";"Município (1991)";"432100";"Tapera";"4165";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.909";"2893";"2893"
"9115";"Município (1991)";"251650";"Taperoá";"4166";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.175";"3255";"3255"
"9115";"Município (1991)";"293120";"Taperoá";"4167";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.018";"3256";"3256"
"9115";"Município (1991)";"432110";"Tapes";"4168";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.632";"5691";"5691"
