"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Domicílio, espécie";"Domicílio, espécie (código)";"Domicílio, espécie (ordem)";"Moradores, número (operação: Soma)";"Frequência";"Observações"
"9115";"Município (1991)";"290920";"Coronel João Sá";"1130";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.094";"3519";"3519"
"9115";"Município (1991)";"351260";"Coronel Macedo";"1131";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.734";"1428";"1428"
"9115";"Município (1991)";"311950";"Coronel Murta";"1132";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.139";"1819";"1819"
"9115";"Município (1991)";"311960";"Coronel Pacheco";"1133";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.251";"748";"748"
"9115";"Município (1991)";"500315";"Coronel Sapucaia";"1134";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.589";"2473";"2473"
"9115";"Município (1991)";"410650";"Coronel Vivida";"1135";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.917";"6037";"6037"
"9115";"Município (1991)";"311970";"Coronel Xavier Chaves";"1136";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.973";"624";"624"
"9115";"Município (1991)";"311980";"Córrego Danta";"1137";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.362";"1191";"1191"
"9115";"Município (1991)";"311990";"Córrego do Bom Jesus";"1138";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.913";"1052";"1052"
"9115";"Município (1991)";"520570";"Córrego do Ouro";"1139";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.271";"854";"854"
"9115";"Município (1991)";"312000";"Córrego Novo";"1140";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.822";"1681";"1681"
"9115";"Município (1991)";"420455";"Correia Pinto";"1141";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.065";"4117";"4117"
"9115";"Município (1991)";"220290";"Corrente";"1142";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.728";"4903";"4903"
"9115";"Município (1991)";"260470";"Correntes";"1143";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.208";"3660";"3660"
"9115";"Município (1991)";"290930";"Correntina";"1144";"1991";"8004";"1991";"Particular permanente";"1";"1";"27.961";"5898";"5898"
"9115";"Município (1991)";"260480";"Cortês";"1145";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.385";"2584";"2584"
"9115";"Município (1991)";"500320";"Corumbá";"1146";"1991";"8004";"1991";"Particular permanente";"1";"1";"86.852";"19468";"19468"
"9115";"Município (1991)";"520580";"Corumbá de Goiás";"1147";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.190";"4582";"4582"
"9115";"Município (1991)";"520590";"Corumbaíba";"1148";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.496";"1520";"1520"
"9115";"Município (1991)";"351270";"Corumbataí";"1149";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.141";"820";"820"
"9115";"Município (1991)";"410655";"Corumbataí do Sul";"1150";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.639";"1421";"1421"
"9115";"Município (1991)";"420450";"Corupá";"1151";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.315";"2589";"2589"
"9115";"Município (1991)";"270230";"Coruripe";"1152";"1991";"8004";"1991";"Particular permanente";"1";"1";"49.007";"9466";"9466"
"9115";"Município (1991)";"351280";"Cosmópolis";"1153";"1991";"8004";"1991";"Particular permanente";"1";"1";"36.545";"9143";"9143"
"9115";"Município (1991)";"351290";"Cosmorama";"1154";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.807";"2176";"2176"
"9115";"Município (1991)";"110008";"Costa Marques";"1155";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.164";"2210";"2210"
"9115";"Município (1991)";"500325";"Costa Rica";"1156";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.848";"3463";"3463"
"9115";"Município (1991)";"290940";"Cotegipe";"1157";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.211";"2439";"2439"
"9115";"Município (1991)";"351300";"Cotia";"1158";"1991";"8004";"1991";"Particular permanente";"1";"1";"106.326";"25238";"25238"
"9115";"Município (1991)";"430595";"Cotiporã";"1159";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.123";"966";"966"
"9115";"Município (1991)";"170600";"Couto de Magalhães";"1160";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.761";"1469";"1469"
"9115";"Município (1991)";"312010";"Couto de Magalhães de Minas";"1161";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.936";"844";"844"
"9115";"Município (1991)";"500330";"Coxim";"1162";"1991";"8004";"1991";"Particular permanente";"1";"1";"33.177";"7581";"7581"
"9115";"Município (1991)";"270235";"Craíbas";"1163";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.729";"3643";"3643"
"9115";"Município (1991)";"230410";"Crateús";"1164";"1991";"8004";"1991";"Particular permanente";"1";"1";"66.508";"14852";"14852"
"9115";"Município (1991)";"230420";"Crato";"1165";"1991";"8004";"1991";"Particular permanente";"1";"1";"89.665";"19085";"19085"
"9115";"Município (1991)";"351310";"Cravinhos";"1166";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.469";"5499";"5499"
"9115";"Município (1991)";"290950";"Cravolândia";"1167";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.700";"1002";"1002"
"9115";"Município (1991)";"420460";"Criciúma";"1168";"1991";"8004";"1991";"Particular permanente";"1";"1";"145.748";"37536";"37536"
"9115";"Município (1991)";"290960";"Crisópolis";"1169";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.669";"3777";"3777"
"9115";"Município (1991)";"430600";"Crissiumal";"1170";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.091";"4667";"4667"
"9115";"Município (1991)";"312020";"Cristais";"1171";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.810";"2294";"2294"
"9115";"Município (1991)";"351320";"Cristais Paulista";"1172";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.644";"1412";"1412"
"9115";"Município (1991)";"430605";"Cristal";"1173";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.048";"1563";"1563"
"9115";"Município (1991)";"170610";"Cristalândia";"1174";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.875";"2430";"2430"
"9115";"Município (1991)";"220300";"Cristalândia do Piauí";"1175";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.937";"1152";"1152"
"9115";"Município (1991)";"312030";"Cristália";"1176";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.980";"997";"997"
"9115";"Município (1991)";"520620";"Cristalina";"1177";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.413";"5759";"5759"
"9115";"Município (1991)";"312040";"Cristiano Otoni";"1178";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.182";"907";"907"
"9115";"Município (1991)";"520630";"Cristianópolis";"1179";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.345";"621";"621"
"9115";"Município (1991)";"312050";"Cristina";"1180";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.929";"2235";"2235"
"9115";"Município (1991)";"280170";"Cristinápolis";"1181";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.839";"2197";"2197"
"9115";"Município (1991)";"220310";"Cristino Castro";"1182";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.015";"2081";"2081"
"9115";"Município (1991)";"290970";"Cristópolis";"1183";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.577";"2575";"2575"
"9115";"Município (1991)";"520640";"Crixás";"1184";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.020";"5190";"5190"
"9115";"Município (1991)";"230423";"Croatá";"1185";"1991";"8004";"1991";"Particular permanente";"1";"1";"14.873";"3040";"3040"
"9115";"Município (1991)";"520650";"Cromínia";"1186";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.394";"940";"940"
"9115";"Município (1991)";"312060";"Crucilândia";"1187";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.572";"1155";"1155"
"9115";"Município (1991)";"230425";"Cruz";"1188";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.821";"3980";"3980"
"9115";"Município (1991)";"430610";"Cruz Alta";"1189";"1991";"8004";"1991";"Particular permanente";"1";"1";"68.224";"18214";"18214"
"9115";"Município (1991)";"290980";"Cruz das Almas";"1190";"1991";"8004";"1991";"Particular permanente";"1";"1";"45.765";"9677";"9677"
"9115";"Município (1991)";"250490";"Cruz do Espírito Santo";"1191";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.613";"2416";"2416"
"9115";"Município (1991)";"410680";"Cruz Machado";"1192";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.410";"3574";"3574"
"9115";"Município (1991)";"351330";"Cruzália";"1193";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.227";"1286";"1286"
"9115";"Município (1991)";"351340";"Cruzeiro";"1194";"1991";"8004";"1991";"Particular permanente";"1";"1";"68.415";"16565";"16565"
"9115";"Município (1991)";"312070";"Cruzeiro da Fortaleza";"1195";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.068";"780";"780"
"9115";"Município (1991)";"410660";"Cruzeiro do Oeste";"1196";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.506";"5886";"5886"
"9115";"Município (1991)";"120020";"Cruzeiro do Sul";"1197";"1991";"8004";"1991";"Particular permanente";"1";"1";"66.179";"12174";"12174"
"9115";"Município (1991)";"430620";"Cruzeiro do Sul";"1198";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.752";"2970";"2970"
"9115";"Município (1991)";"410670";"Cruzeiro do Sul";"1199";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.998";"1190";"1190"
"9115";"Município (1991)";"240300";"Cruzeta";"1200";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.861";"1746";"1746"
"9115";"Município (1991)";"312080";"Cruzília";"1201";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.649";"2861";"2861"
"9115";"Município (1991)";"351350";"Cubatão";"1202";"1991";"8004";"1991";"Particular permanente";"1";"1";"89.849";"22437";"22437"
"9115";"Município (1991)";"250500";"Cubati";"1203";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.269";"1413";"1413"
"9115";"Município (1991)";"510340";"Cuiabá";"1204";"1991";"8004";"1991";"Particular permanente";"1";"1";"398.476";"93659";"93659"
"9115";"Município (1991)";"250510";"Cuité";"1205";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.063";"5185";"5185"
"9115";"Município (1991)";"250520";"Cuitegi";"1206";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.972";"1471";"1471"
"9115";"Município (1991)";"520660";"Cumari";"1207";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.844";"828";"828"
"9115";"Município (1991)";"260490";"Cumaru";"1208";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.946";"3890";"3890"
"9115";"Município (1991)";"280190";"Cumbe";"1209";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.325";"772";"772"
"9115";"Município (1991)";"351360";"Cunha";"1210";"1991";"8004";"1991";"Particular permanente";"1";"1";"23.389";"5693";"5693"
"9115";"Município (1991)";"420470";"Cunha Porã";"1211";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.714";"2828";"2828"
"9115";"Município (1991)";"260500";"Cupira";"1212";"1991";"8004";"1991";"Particular permanente";"1";"1";"22.665";"5577";"5577"
"9115";"Município (1991)";"290990";"Curaçá";"1213";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.705";"5146";"5146"
"9115";"Município (1991)";"220320";"Curimatá";"1214";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.752";"2506";"2506"
"9115";"Município (1991)";"150277";"Curionópolis";"1215";"1991";"8004";"1991";"Particular permanente";"1";"1";"37.927";"8247";"8247"
"9115";"Município (1991)";"410690";"Curitiba";"1216";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.300.761";"350604";"350604"
"9115";"Município (1991)";"420480";"Curitibanos";"1217";"1991";"8004";"1991";"Particular permanente";"1";"1";"41.723";"10221";"10221"
"9115";"Município (1991)";"410700";"Curiúva";"1218";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.473";"2515";"2515"
"9115";"Município (1991)";"240310";"Currais Novos";"1219";"1991";"8004";"1991";"Particular permanente";"1";"1";"40.037";"8653";"8653"
"9115";"Município (1991)";"250530";"Curral Velho";"1220";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.537";"455";"455"
"9115";"Município (1991)";"150280";"Curralinho";"1221";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.161";"2354";"2354"
"9115";"Município (1991)";"150290";"Curuçá";"1222";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.674";"4987";"4987"
"9115";"Município (1991)";"210370";"Cururupu";"1223";"1991";"8004";"1991";"Particular permanente";"1";"1";"41.197";"8235";"8235"
"9115";"Município (1991)";"312090";"Curvelo";"1224";"1991";"8004";"1991";"Particular permanente";"1";"1";"58.642";"13925";"13925"
"9115";"Município (1991)";"260510";"Custódia";"1225";"1991";"8004";"1991";"Particular permanente";"1";"1";"28.825";"6516";"6516"
"9115";"Município (1991)";"520670";"Damianópolis";"1226";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.648";"775";"775"
"9115";"Município (1991)";"520680";"Damolândia";"1227";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.577";"673";"673"
"9115";"Município (1991)";"291000";"Dário Meira";"1228";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.437";"2603";"2603"
"9115";"Município (1991)";"312100";"Datas";"1229";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.675";"940";"940"
"9115";"Município (1991)";"430630";"David Canabarro";"1230";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.056";"1203";"1203"
"9115";"Município (1991)";"520690";"Davinópolis";"1231";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.112";"571";"571"
"9115";"Município (1991)";"312110";"Delfim Moreira";"1232";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.848";"1826";"1826"
"9115";"Município (1991)";"312120";"Delfinópolis";"1233";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.657";"1762";"1762"
"9115";"Município (1991)";"270240";"Delmiro Gouveia";"1234";"1991";"8004";"1991";"Particular permanente";"1";"1";"41.075";"8917";"8917"
"9115";"Município (1991)";"220330";"Demerval Lobão";"1235";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.212";"2543";"2543"
"9115";"Município (1991)";"510345";"Denise";"1236";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.769";"1054";"1054"
"9115";"Município (1991)";"500345";"Deodápolis";"1237";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.658";"3266";"3266"
"9115";"Município (1991)";"230426";"Deputado Irapuan Pinheiro";"1238";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.428";"1951";"1951"
"9115";"Município (1991)";"351370";"Descalvado";"1239";"1991";"8004";"1991";"Particular permanente";"1";"1";"25.572";"6392";"6392"
"9115";"Município (1991)";"420490";"Descanso";"1240";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.853";"3739";"3739"
"9115";"Município (1991)";"312130";"Descoberto";"1241";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.072";"1052";"1052"
"9115";"Município (1991)";"250540";"Desterro";"1242";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.744";"2852";"2852"
"9115";"Município (1991)";"312140";"Desterro de Entre Rios";"1243";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.820";"1730";"1730"
"9115";"Município (1991)";"312150";"Desterro do Melo";"1244";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.503";"768";"768"
"9115";"Município (1991)";"430635";"Dezesseis de Novembro";"1245";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.828";"943";"943"
"9115";"Município (1991)";"351380";"Diadema";"1246";"1991";"8004";"1991";"Particular permanente";"1";"1";"304.413";"75552";"75552"
"9115";"Município (1991)";"250560";"Diamante";"1247";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.355";"1433";"1433"
"9115";"Município (1991)";"410710";"Diamante do Norte";"1248";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.542";"1698";"1698"
"9115";"Município (1991)";"410715";"Diamante D'Oeste";"1249";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.212";"1575";"1575"
"9115";"Município (1991)";"312160";"Diamantina";"1250";"1991";"8004";"1991";"Particular permanente";"1";"1";"43.967";"9126";"9126"
"9115";"Município (1991)";"510350";"Diamantino";"1251";"1991";"8004";"1991";"Particular permanente";"1";"1";"15.702";"3588";"3588"
"9115";"Município (1991)";"170700";"Dianópolis";"1252";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.854";"2888";"2888"
"9115";"Município (1991)";"291005";"Dias d'Ávila";"1253";"1991";"8004";"1991";"Particular permanente";"1";"1";"31.071";"7013";"7013"
"9115";"Município (1991)";"312170";"Diogo de Vasconcelos";"1254";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.161";"915";"915"
"9115";"Município (1991)";"312180";"Dionísio";"1255";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.138";"2220";"2220"
"9115";"Município (1991)";"420500";"Dionísio Cerqueira";"1256";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.521";"3267";"3267"
"9115";"Município (1991)";"520710";"Diorama";"1257";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.636";"689";"689"
"9115";"Município (1991)";"220335";"Dirceu Arcoverde";"1258";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.937";"2139";"2139"
"9115";"Município (1991)";"280200";"Divina Pastora";"1259";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.625";"572";"572"
"9115";"Município (1991)";"312190";"Divinésia";"1260";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.002";"698";"698"
"9115";"Município (1991)";"312200";"Divino";"1261";"1991";"8004";"1991";"Particular permanente";"1";"1";"21.705";"5313";"5313"
"9115";"Município (1991)";"312210";"Divino das Laranjeiras";"1262";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.281";"1273";"1273"
"9115";"Município (1991)";"320180";"Divino de São Lourenço";"1263";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.057";"942";"942"
"9115";"Município (1991)";"351390";"Divinolândia";"1264";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.599";"3020";"3020"
"9115";"Município (1991)";"312220";"Divinolândia de Minas";"1265";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.756";"1211";"1211"
"9115";"Município (1991)";"312230";"Divinópolis";"1266";"1991";"8004";"1991";"Particular permanente";"1";"1";"150.765";"36283";"36283"
"9115";"Município (1991)";"520830";"Divinópolis de Goiás";"1267";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.988";"977";"977"
"9115";"Município (1991)";"170710";"Divinópolis do Tocantins";"1268";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.388";"1427";"1427"
"9115";"Município (1991)";"312240";"Divisa Nova";"1269";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.898";"1186";"1186"
"9115";"Município (1991)";"351400";"Dobrada";"1270";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.688";"1643";"1643"
"9115";"Município (1991)";"351410";"Dois Córregos";"1271";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.735";"4944";"4944"
"9115";"Município (1991)";"430640";"Dois Irmãos";"1272";"1991";"8004";"1991";"Particular permanente";"1";"1";"18.777";"4889";"4889"
"9115";"Município (1991)";"500348";"Dois Irmãos do Buriti";"1273";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.720";"1964";"1964"
"9115";"Município (1991)";"170720";"Dois Irmãos do Tocantins";"1274";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.918";"1593";"1593"
"9115";"Município (1991)";"430645";"Dois Lajeados";"1275";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.604";"1336";"1336"
"9115";"Município (1991)";"270250";"Dois Riachos";"1276";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.939";"2125";"2125"
"9115";"Município (1991)";"410720";"Dois Vizinhos";"1277";"1991";"8004";"1991";"Particular permanente";"1";"1";"40.095";"9436";"9436"
"9115";"Município (1991)";"351420";"Dolcinópolis";"1278";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.091";"543";"543"
"9115";"Município (1991)";"510360";"Dom Aquino";"1279";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.825";"2138";"2138"
"9115";"Município (1991)";"291010";"Dom Basílio";"1280";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.720";"1890";"1890"
"9115";"Município (1991)";"312250";"Dom Cavati";"1281";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.106";"1428";"1428"
"9115";"Município (1991)";"150293";"Dom Eliseu";"1282";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.109";"4819";"4819"
"9115";"Município (1991)";"220340";"Dom Expedito Lopes";"1283";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.029";"1082";"1082"
"9115";"Município (1991)";"430650";"Dom Feliciano";"1284";"1991";"8004";"1991";"Particular permanente";"1";"1";"12.301";"3159";"3159"
"9115";"Município (1991)";"220345";"Dom Inocêncio";"1285";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.988";"1789";"1789"
"9115";"Município (1991)";"312260";"Dom Joaquim";"1286";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.932";"1171";"1171"
"9115";"Município (1991)";"291020";"Dom Macedo Costa";"1287";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.871";"885";"885"
"9115";"Município (1991)";"430660";"Dom Pedrito";"1288";"1991";"8004";"1991";"Particular permanente";"1";"1";"37.875";"10640";"10640"
"9115";"Município (1991)";"210380";"Dom Pedro";"1289";"1991";"8004";"1991";"Particular permanente";"1";"1";"19.647";"4221";"4221"
"9115";"Município (1991)";"312270";"Dom Silvério";"1290";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.972";"2232";"2232"
"9115";"Município (1991)";"312280";"Dom Viçoso";"1291";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.861";"702";"702"
"9115";"Município (1991)";"320190";"Domingos Martins";"1292";"1991";"8004";"1991";"Particular permanente";"1";"1";"35.479";"8277";"8277"
"9115";"Município (1991)";"220342";"Domingos Mourão";"1293";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.270";"783";"783"
"9115";"Município (1991)";"420510";"Dona Emma";"1294";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.616";"818";"818"
"9115";"Município (1991)";"312290";"Dona Euzébia";"1295";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.767";"1175";"1175"
"9115";"Município (1991)";"430670";"Dona Francisca";"1296";"1991";"8004";"1991";"Particular permanente";"1";"1";"3.561";"897";"897"
"9115";"Município (1991)";"250570";"Dona Inês";"1297";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.804";"2089";"2089"
"9115";"Município (1991)";"312300";"Dores de Campos";"1298";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.255";"1849";"1849"
"9115";"Município (1991)";"312310";"Dores de Guanhães";"1299";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.390";"1194";"1194"
"9115";"Município (1991)";"312320";"Dores do Indaiá";"1300";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.790";"3885";"3885"
"9115";"Município (1991)";"320200";"Dores do Rio Preto";"1301";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.245";"1308";"1308"
"9115";"Município (1991)";"312330";"Dores do Turvo";"1302";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.026";"1131";"1131"
"9115";"Município (1991)";"312340";"Doresópolis";"1303";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.247";"337";"337"
"9115";"Município (1991)";"410725";"Douradina";"1304";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.563";"1617";"1617"
"9115";"Município (1991)";"500350";"Douradina";"1305";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.733";"1104";"1104"
"9115";"Município (1991)";"351430";"Dourado";"1306";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.689";"2073";"2073"
"9115";"Município (1991)";"312350";"Douradoquara";"1307";"1991";"8004";"1991";"Particular permanente";"1";"1";"1.582";"453";"453"
"9115";"Município (1991)";"500370";"Dourados";"1308";"1991";"8004";"1991";"Particular permanente";"1";"1";"135.007";"33172";"33172"
"9115";"Município (1991)";"410730";"Doutor Camargo";"1309";"1991";"8004";"1991";"Particular permanente";"1";"1";"5.938";"1582";"1582"
"9115";"Município (1991)";"430673";"Doutor Maurício Cardoso";"1310";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.203";"1904";"1904"
"9115";"Município (1991)";"420515";"Doutor Pedrinho";"1311";"1991";"8004";"1991";"Particular permanente";"1";"1";"2.991";"773";"773"
"9115";"Município (1991)";"240320";"Doutor Severiano";"1312";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.441";"1309";"1309"
"9115";"Município (1991)";"520725";"Doverlândia";"1313";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.184";"2255";"2255"
"9115";"Município (1991)";"351440";"Dracena";"1314";"1991";"8004";"1991";"Particular permanente";"1";"1";"39.517";"10607";"10607"
"9115";"Município (1991)";"351450";"Duartina";"1315";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.858";"2991";"2991"
"9115";"Município (1991)";"330160";"Duas Barras";"1316";"1991";"8004";"1991";"Particular permanente";"1";"1";"9.843";"2356";"2356"
"9115";"Município (1991)";"250580";"Duas Estradas";"1317";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.357";"1728";"1728"
"9115";"Município (1991)";"170730";"Dueré";"1318";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.482";"1093";"1093"
"9115";"Município (1991)";"351460";"Dumont";"1319";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.960";"1182";"1182"
"9115";"Município (1991)";"210390";"Duque Bacelar";"1320";"1991";"8004";"1991";"Particular permanente";"1";"1";"7.484";"1429";"1429"
"9115";"Município (1991)";"330170";"Duque de Caxias";"1321";"1991";"8004";"1991";"Particular permanente";"1";"1";"666.426";"172658";"172658"
"9115";"Município (1991)";"351470";"Echaporã";"1322";"1991";"8004";"1991";"Particular permanente";"1";"1";"6.304";"1528";"1528"
"9115";"Município (1991)";"320210";"Ecoporanga";"1323";"1991";"8004";"1991";"Particular permanente";"1";"1";"24.297";"5677";"5677"
"9115";"Município (1991)";"520735";"Edealina";"1324";"1991";"8004";"1991";"Particular permanente";"1";"1";"4.001";"1026";"1026"
"9115";"Município (1991)";"520740";"Edéia";"1325";"1991";"8004";"1991";"Particular permanente";"1";"1";"8.895";"2278";"2278"
"9115";"Município (1991)";"130140";"Eirunepé";"1326";"1991";"8004";"1991";"Particular permanente";"1";"1";"20.196";"3486";"3486"
"9115";"Município (1991)";"351480";"Eldorado";"1327";"1991";"8004";"1991";"Particular permanente";"1";"1";"13.064";"3007";"3007"
"9115";"Município (1991)";"500375";"Eldorado";"1328";"1991";"8004";"1991";"Particular permanente";"1";"1";"10.957";"2611";"2611"
"9115";"Município (1991)";"430676";"Eldorado do Sul";"1329";"1991";"8004";"1991";"Particular permanente";"1";"1";"17.638";"4728";"4728"
"9115";"Município (1991)";"220350";"Elesbão Veloso";"1330";"1991";"8004";"1991";"Particular permanente";"1";"1";"16.627";"3613";"3613"
"9115";"Município (1991)";"351490";"Elias Fausto";"1331";"1991";"8004";"1991";"Particular permanente";"1";"1";"11.578";"2656";"2656"
