"Código do Nível Geográfico";"Nível Geográfico";"Código do Item Geográfico";"Item Geográfico";"Ordem Geográfica";"Código do Item Temporal";"Nível Temporal";"Item Temporal";"Domicílio, espécie";"Domicílio, espécie (código)";"Domicílio, espécie (ordem)";"Frequência";"Observações"
"9115";"Município (1991)";"310010";"Abadia dos Dourados";"1";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1759";"1759"
"9115";"Município (1991)";"520010";"Abadiânia";"2";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2369";"2369"
"9115";"Município (1991)";"310020";"Abaeté";"3";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5489";"5489"
"9115";"Município (1991)";"150010";"Abaetetuba";"4";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"16405";"16405"
"9115";"Município (1991)";"230010";"Abaiara";"5";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1597";"1597"
"9115";"Município (1991)";"290010";"Abaíra";"6";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2023";"2023"
"9115";"Município (1991)";"290020";"Abaré";"7";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2188";"2188"
"9115";"Município (1991)";"410010";"Abatiá";"8";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2273";"2273"
"9115";"Município (1991)";"420005";"Abdon Batista";"9";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"740";"740"
"9115";"Município (1991)";"420010";"Abelardo Luz";"10";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4142";"4142"
"9115";"Município (1991)";"310030";"Abre Campo";"11";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4117";"4117"
"9115";"Município (1991)";"260005";"Abreu e Lima";"12";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"17198";"17198"
"9115";"Município (1991)";"310040";"Acaiaca";"13";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"823";"823"
"9115";"Município (1991)";"210005";"Açailândia";"14";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"16199";"16199"
"9115";"Município (1991)";"290030";"Acajutiba";"15";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2865";"2865"
"9115";"Município (1991)";"150020";"Acará";"16";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6821";"6821"
"9115";"Município (1991)";"230015";"Acarapé";"17";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2132";"2132"
"9115";"Município (1991)";"230020";"Acaraú";"18";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"8532";"8532"
"9115";"Município (1991)";"240010";"Acari";"19";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2424";"2424"
"9115";"Município (1991)";"230030";"Acopiara";"20";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"10666";"10666"
"9115";"Município (1991)";"510010";"Acorizal";"21";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1188";"1188"
"9115";"Município (1991)";"520013";"Acreúna";"22";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3400";"3400"
"9115";"Município (1991)";"240020";"Açu";"23";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9033";"9033"
"9115";"Município (1991)";"310050";"Açucena";"24";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5431";"5431"
"9115";"Município (1991)";"350010";"Adamantina";"25";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"8513";"8513"
"9115";"Município (1991)";"520015";"Adelândia";"26";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"561";"561"
"9115";"Município (1991)";"350020";"Adolfo";"27";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"866";"866"
"9115";"Município (1991)";"410020";"Adrianópolis";"28";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2128";"2128"
"9115";"Município (1991)";"290035";"Adustina";"29";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2901";"2901"
"9115";"Município (1991)";"260010";"Afogados da Ingazeira";"30";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6924";"6924"
"9115";"Município (1991)";"240030";"Afonso Bezerra";"31";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2055";"2055"
"9115";"Município (1991)";"320010";"Afonso Cláudio";"32";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"8974";"8974"
"9115";"Município (1991)";"210010";"Afonso Cunha";"33";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"814";"814"
"9115";"Município (1991)";"260020";"Afrânio";"34";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2720";"2720"
"9115";"Município (1991)";"150030";"Afuá";"35";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3418";"3418"
"9115";"Município (1991)";"260030";"Agrestina";"36";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4264";"4264"
"9115";"Município (1991)";"220010";"Agricolândia";"37";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1259";"1259"
"9115";"Município (1991)";"420020";"Agrolândia";"38";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1737";"1737"
"9115";"Município (1991)";"420030";"Agronômica";"39";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"959";"959"
"9115";"Município (1991)";"510020";"Água Boa";"40";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3654";"3654"
"9115";"Município (1991)";"310060";"Água Boa";"41";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3279";"3279"
"9115";"Município (1991)";"270010";"Água Branca";"42";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5184";"5184"
"9115";"Município (1991)";"250010";"Água Branca";"43";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1701";"1701"
"9115";"Município (1991)";"220020";"Água Branca";"44";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3611";"3611"
"9115";"Município (1991)";"500020";"Água Clara";"45";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1418";"1418"
"9115";"Município (1991)";"310070";"Água Comprida";"46";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"512";"512"
"9115";"Município (1991)";"420040";"Água Doce";"47";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1722";"1722"
"9115";"Município (1991)";"320016";"Água Doce do Norte";"48";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2869";"2869"
"9115";"Município (1991)";"290040";"Água Fria";"49";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2921";"2921"
"9115";"Município (1991)";"520017";"Água Fria de Goiás";"50";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"897";"897"
"9115";"Município (1991)";"520020";"Água Limpa";"51";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"531";"531"
"9115";"Município (1991)";"240040";"Água Nova";"52";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"460";"460"
"9115";"Município (1991)";"260040";"Água Preta";"53";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7650";"7650"
"9115";"Município (1991)";"430005";"Água Santa";"54";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1010";"1010"
"9115";"Município (1991)";"350030";"Aguaí";"55";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5917";"5917"
"9115";"Município (1991)";"310080";"Aguanil";"56";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"883";"883"
"9115";"Município (1991)";"260050";"Águas Belas";"57";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"8589";"8589"
"9115";"Município (1991)";"350040";"Águas da Prata";"58";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1799";"1799"
"9115";"Município (1991)";"420050";"Águas de Chapecó";"59";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1495";"1495"
"9115";"Município (1991)";"350050";"Águas de Lindóia";"60";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3060";"3060"
"9115";"Município (1991)";"350055";"Águas de Santa Bárbara";"61";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1520";"1520"
"9115";"Município (1991)";"350060";"Águas de São Pedro";"62";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"487";"487"
"9115";"Município (1991)";"310090";"Águas Formosas";"63";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4789";"4789"
"9115";"Município (1991)";"420060";"Águas Mornas";"64";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1075";"1075"
"9115";"Município (1991)";"310100";"Águas Vermelhas";"65";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3899";"3899"
"9115";"Município (1991)";"430010";"Agudo";"66";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4252";"4252"
"9115";"Município (1991)";"350070";"Agudos";"67";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7370";"7370"
"9115";"Município (1991)";"410030";"Agudos do Sul";"68";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1420";"1420"
"9115";"Município (1991)";"320013";"Águia Branca";"69";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2131";"2131"
"9115";"Município (1991)";"250020";"Aguiar";"70";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1497";"1497"
"9115";"Município (1991)";"310110";"Aimorés";"71";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6559";"6559"
"9115";"Município (1991)";"290060";"Aiquara";"72";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1367";"1367"
"9115";"Município (1991)";"230040";"Aiuaba";"73";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2726";"2726"
"9115";"Município (1991)";"310120";"Aiuruoca";"74";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1613";"1613"
"9115";"Município (1991)";"430020";"Ajuricaba";"75";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2855";"2855"
"9115";"Município (1991)";"310130";"Alagoa";"76";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"668";"668"
"9115";"Município (1991)";"250030";"Alagoa Grande";"77";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6332";"6332"
"9115";"Município (1991)";"250040";"Alagoa Nova";"78";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4712";"4712"
"9115";"Município (1991)";"250050";"Alagoinha";"79";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2323";"2323"
"9115";"Município (1991)";"260060";"Alagoinha";"80";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2594";"2594"
"9115";"Município (1991)";"220025";"Alagoinha do Piauí";"81";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1727";"1727"
"9115";"Município (1991)";"290070";"Alagoinhas";"82";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"24904";"24904"
"9115";"Município (1991)";"310140";"Albertina";"83";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"601";"601"
"9115";"Município (1991)";"210020";"Alcântara";"84";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4138";"4138"
"9115";"Município (1991)";"230050";"Alcântaras";"85";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1839";"1839"
"9115";"Município (1991)";"290080";"Alcobaça";"86";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3132";"3132"
"9115";"Município (1991)";"210030";"Aldeias Altas";"87";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4011";"4011"
"9115";"Município (1991)";"430030";"Alecrim";"88";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2561";"2561"
"9115";"Município (1991)";"320020";"Alegre";"89";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7357";"7357"
"9115";"Município (1991)";"430040";"Alegrete";"90";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"20717";"20717"
"9115";"Município (1991)";"430045";"Alegria";"91";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1603";"1603"
"9115";"Município (1991)";"310150";"Além Paraíba";"92";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7939";"7939"
"9115";"Município (1991)";"150040";"Alenquer";"93";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9731";"9731"
"9115";"Município (1991)";"240050";"Alexandria";"94";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3137";"3137"
"9115";"Município (1991)";"520030";"Alexânia";"95";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4049";"4049"
"9115";"Município (1991)";"310160";"Alfenas";"96";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"13109";"13109"
"9115";"Município (1991)";"320030";"Alfredo Chaves";"97";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2955";"2955"
"9115";"Município (1991)";"350080";"Alfredo Marcondes";"98";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"933";"933"
"9115";"Município (1991)";"420070";"Alfredo Wagner";"99";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2398";"2398"
"9115";"Município (1991)";"250060";"Alhandra";"100";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2756";"2756"
"9115";"Município (1991)";"260070";"Aliança";"101";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7524";"7524"
"9115";"Município (1991)";"170035";"Aliança do Tocantins";"102";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1442";"1442"
"9115";"Município (1991)";"290090";"Almadina";"103";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1980";"1980"
"9115";"Município (1991)";"170040";"Almas";"104";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1512";"1512"
"9115";"Município (1991)";"150050";"Almeirim";"105";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5665";"5665"
"9115";"Município (1991)";"310170";"Almenara";"106";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"9685";"9685"
"9115";"Município (1991)";"240060";"Almino Afonso";"107";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1197";"1197"
"9115";"Município (1991)";"410040";"Almirante Tamandaré";"108";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"15532";"15532"
"9115";"Município (1991)";"520050";"Aloândia";"109";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"614";"614"
"9115";"Município (1991)";"310180";"Alpercata";"110";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1534";"1534"
"9115";"Município (1991)";"430050";"Alpestre";"111";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3092";"3092"
"9115";"Município (1991)";"310190";"Alpinópolis";"112";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4930";"4930"
"9115";"Município (1991)";"510025";"Alta Floresta";"113";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"14794";"14794"
"9115";"Município (1991)";"110001";"Alta Floresta D'Oeste";"114";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7047";"7047"
"9115";"Município (1991)";"350090";"Altair";"115";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"803";"803"
"9115";"Município (1991)";"150060";"Altamira";"116";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"13691";"13691"
"9115";"Município (1991)";"210040";"Altamira do Maranhão";"117";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3904";"3904"
"9115";"Município (1991)";"410045";"Altamira do Paraná";"118";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1682";"1682"
"9115";"Município (1991)";"230060";"Altaneira";"119";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1156";"1156"
"9115";"Município (1991)";"310200";"Alterosa";"120";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3005";"3005"
"9115";"Município (1991)";"260080";"Altinho";"121";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5895";"5895"
"9115";"Município (1991)";"350100";"Altinópolis";"122";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3382";"3382"
"9115";"Município (1991)";"430055";"Alto Alegre";"123";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"506";"506"
"9115";"Município (1991)";"140005";"Alto Alegre";"124";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1568";"1568"
"9115";"Município (1991)";"350110";"Alto Alegre";"125";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1237";"1237"
"9115";"Município (1991)";"510030";"Alto Araguaia";"126";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2496";"2496"
"9115";"Município (1991)";"240070";"Alto do Rodrigues";"127";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1825";"1825"
"9115";"Município (1991)";"510040";"Alto Garças";"128";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2071";"2071"
"9115";"Município (1991)";"315350";"Alto Jequitibá";"129";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1897";"1897"
"9115";"Município (1991)";"220030";"Alto Longá";"130";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3268";"3268"
"9115";"Município (1991)";"510050";"Alto Paraguai";"131";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3164";"3164"
"9115";"Município (1991)";"520060";"Alto Paraíso de Goiás";"132";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"886";"886"
"9115";"Município (1991)";"410060";"Alto Paraná";"133";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3009";"3009"
"9115";"Município (1991)";"210050";"Alto Parnaíba";"134";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1950";"1950"
"9115";"Município (1991)";"410070";"Alto Piquiri";"135";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4185";"4185"
"9115";"Município (1991)";"310210";"Alto Rio Doce";"136";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3282";"3282"
"9115";"Município (1991)";"320035";"Alto Rio Novo";"137";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1659";"1659"
"9115";"Município (1991)";"230070";"Alto Santo";"138";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2940";"2940"
"9115";"Município (1991)";"510060";"Alto Taquari";"139";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"723";"723"
"9115";"Município (1991)";"410050";"Altônia";"140";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6036";"6036"
"9115";"Município (1991)";"220040";"Altos";"141";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7663";"7663"
"9115";"Município (1991)";"130002";"Alvarães";"142";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1207";"1207"
"9115";"Município (1991)";"310220";"Alvarenga";"143";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1326";"1326"
"9115";"Município (1991)";"350120";"Álvares Florence";"144";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1358";"1358"
"9115";"Município (1991)";"350130";"Álvares Machado";"145";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4764";"4764"
"9115";"Município (1991)";"350140";"Álvaro de Carvalho";"146";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"739";"739"
"9115";"Município (1991)";"350150";"Alvinlândia";"147";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"600";"600"
"9115";"Município (1991)";"310230";"Alvinópolis";"148";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3404";"3404"
"9115";"Município (1991)";"430060";"Alvorada";"149";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"37341";"37341"
"9115";"Município (1991)";"170070";"Alvorada";"150";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2264";"2264"
"9115";"Município (1991)";"310240";"Alvorada de Minas";"151";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"836";"836"
"9115";"Município (1991)";"520080";"Alvorada do Norte";"152";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1567";"1567"
"9115";"Município (1991)";"410080";"Alvorada do Sul";"153";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2344";"2344"
"9115";"Município (1991)";"110034";"Alvorada D'Oeste";"154";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4426";"4426"
"9115";"Município (1991)";"500060";"Amambaí";"155";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6337";"6337"
"9115";"Município (1991)";"160010";"Amapá";"156";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1430";"1430"
"9115";"Município (1991)";"410090";"Amaporã";"157";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"954";"954"
"9115";"Município (1991)";"260090";"Amaraji";"158";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4176";"4176"
"9115";"Município (1991)";"430063";"Amaral Ferrador";"159";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1519";"1519"
"9115";"Município (1991)";"220050";"Amarante";"160";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3623";"3623"
"9115";"Município (1991)";"210060";"Amarante do Maranhão";"161";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4351";"4351"
"9115";"Município (1991)";"290100";"Amargosa";"162";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"6524";"6524"
"9115";"Município (1991)";"130006";"Amaturá";"163";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"803";"803"
"9115";"Município (1991)";"290110";"Amélia Rodrigues";"164";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4772";"4772"
"9115";"Município (1991)";"290115";"América Dourada";"165";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3068";"3068"
"9115";"Município (1991)";"350160";"Americana";"166";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"39936";"39936"
"9115";"Município (1991)";"520085";"Americano do Brasil";"167";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1249";"1249"
"9115";"Município (1991)";"350170";"Américo Brasiliense";"168";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4637";"4637"
"9115";"Município (1991)";"350180";"Américo de Campos";"169";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1577";"1577"
"9115";"Município (1991)";"230075";"Amontada";"170";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4966";"4966"
"9115";"Município (1991)";"520090";"Amorinópolis";"171";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1168";"1168"
"9115";"Município (1991)";"350190";"Amparo";"172";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"12885";"12885"
"9115";"Município (1991)";"280010";"Amparo de São Francisco";"173";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"436";"436"
"9115";"Município (1991)";"310250";"Amparo do Serra";"174";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1291";"1291"
"9115";"Município (1991)";"410100";"Ampére";"175";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3089";"3089"
"9115";"Município (1991)";"270020";"Anadia";"176";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3387";"3387"
"9115";"Município (1991)";"290120";"Anagé";"177";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7320";"7320"
"9115";"Município (1991)";"150070";"Anajás";"178";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2409";"2409"
"9115";"Município (1991)";"210070";"Anajatuba";"179";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3915";"3915"
"9115";"Município (1991)";"350200";"Analândia";"180";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"749";"749"
"9115";"Município (1991)";"130008";"Anamã";"181";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"938";"938"
"9115";"Município (1991)";"170100";"Ananás";"182";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2294";"2294"
"9115";"Município (1991)";"150080";"Ananindeua";"183";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"19020";"19020"
"9115";"Município (1991)";"520110";"Anápolis";"184";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"59898";"59898"
"9115";"Município (1991)";"210080";"Anapurus";"185";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1978";"1978"
"9115";"Município (1991)";"500070";"Anastácio";"186";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4519";"4519"
"9115";"Município (1991)";"500080";"Anaurilândia";"187";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1779";"1779"
"9115";"Município (1991)";"420080";"Anchieta";"188";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2154";"2154"
"9115";"Município (1991)";"320040";"Anchieta";"189";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3432";"3432"
"9115";"Município (1991)";"290130";"Andaraí";"190";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2853";"2853"
"9115";"Município (1991)";"410110";"Andirá";"191";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4881";"4881"
"9115";"Município (1991)";"290135";"Andorinha";"192";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3533";"3533"
"9115";"Município (1991)";"310260";"Andradas";"193";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"7447";"7447"
"9115";"Município (1991)";"350210";"Andradina";"194";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"13645";"13645"
"9115";"Município (1991)";"430066";"André da Rocha";"195";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"288";"288"
"9115";"Município (1991)";"310280";"Andrelândia";"196";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2992";"2992"
"9115";"Município (1991)";"350220";"Angatuba";"197";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"5283";"5283"
"9115";"Município (1991)";"500085";"Angélica";"198";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2171";"2171"
"9115";"Município (1991)";"260100";"Angelim";"199";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2004";"2004"
"9115";"Município (1991)";"420090";"Angelina";"200";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1383";"1383"
"9115";"Município (1991)";"290140";"Angical";"201";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3135";"3135"
"9115";"Município (1991)";"220060";"Angical do Piauí";"202";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1538";"1538"
"9115";"Município (1991)";"240080";"Angicos";"203";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"3111";"3111"
"9115";"Município (1991)";"330010";"Angra dos Reis";"204";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"21299";"21299"
"9115";"Município (1991)";"290150";"Anguera";"205";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"1636";"1636"
"9115";"Município (1991)";"520120";"Anhanguera";"206";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"217";"217"
"9115";"Município (1991)";"350230";"Anhembi";"207";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"950";"950"
"9115";"Município (1991)";"350240";"Anhumas";"208";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"794";"794"
"9115";"Município (1991)";"520130";"Anicuns";"209";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"4585";"4585"
"9115";"Município (1991)";"220070";"Anísio de Abreu";"210";"1991";"8004";"1991";"Particular permanente";"1,00";"1,00";"2008";"2008"
