cod_mun;mun;uf;dppo 1991;dppo 1996;dppo 2000;dppo 2010;dppo 2022;Particular 2022;Particular permanente 2022;Particular permanente não ocupado 2022
1303106;Nova Olinda do Norte;AM;2296;3317;4004;5632;6480;8386;8350;1870
1303205;Novo Airão;AM;1983;2477;1925;3180;4165;5273;5268;1103
1303304;Novo Aripuanã;AM;2109;2550;2871;4279;4785;5540;5528;743
1303403;Parintins;AM;9747;12595;16022;20757;23900;29893;29874;5974
1303502;Pauini;AM;2662;3648;2857;3063;3960;4714;4708;748
1303536;Presidente Figueiredo;AM;1449;2372;4544;7238;9389;15127;15117;5728
1303569;Rio Preto da Eva;AM;1214;2142;3655;6128;7806;12784;12765;4959
1303601;Santa Isabel do Rio Negro;AM;2895;2137;1956;2628;2740;3299;3297;557
1303700;Santo Antônio do Içá;AM;2407;3197;4153;4018;5253;6263;6260;1007
1303809;São Gabriel da Cachoeira;AM;4161;5178;5679;7500;10603;13520;13470;2867
1303908;São Paulo de Olivença;AM;2213;3137;3423;5351;6010;6818;6813;803
1303957;São Sebastião do Uatumã;AM;715;970;1145;1947;2665;3224;3200;535
1304005;Silves;AM;1030;1228;1411;1744;2825;3895;3893;1068
1304062;Tabatinga;AM;4251;5630;6645;10042;13839;17047;17005;3166
1304104;Tapauá;AM;3473;2713;3153;3898;4792;5953;5952;1160
1304203;Tefé;AM;7412;9771;10631;12191;17460;21071;21062;3602
1304237;Tonantins;AM;1374;2009;2274;2796;3380;3838;3837;457
1304260;Uarini;AM;808;1562;1622;2195;3057;3799;3798;741
1304302;Urucará;AM;1788;2836;3035;3418;4279;5070;5066;787
1304401;Urucurituba;AM;2259;3007;2214;3310;5202;5592;5557;355
1400027;Amajari;RR;;;1103;2112;2996;4042;3990;994
1400050;Alto Alegre;RR;1568;2296;3600;3706;5060;6937;6922;1862
1400100;Boa Vista;RR;28486;37899;48913;76486;119011;132868;132413;13402
1400159;Bonfim;RR;1929;2686;1933;2516;3498;5231;5227;1729
1400175;Cantá;RR;;;2057;3664;5429;8589;8563;3134
1400209;Caracaraí;RR;1379;2045;3069;4462;6087;8608;8597;2510
1400233;Caroebe;RR;;;1283;2188;3130;4042;4032;902
1400282;Iracema;RR;;;1127;2251;2925;3726;3724;799
1400308;Mucajaí;RR;1966;3062;2640;3897;5339;7030;7009;1670
1400407;Normandia;RR;1655;1938;1248;1707;2719;3560;3548;829
1400456;Pacaraima;RR;;;1460;2409;3958;5058;4929;971
1400472;Rorainópolis;RR;;;3540;5974;10064;13073;13064;3000
1400506;São João da Baliza;RR;1609;1940;1225;1748;2603;2845;2844;241
1400605;São Luiz;RR;1784;2471;1225;1735;2260;2576;2572;312
1400704;Uiramutã;RR;;;1080;1446;2339;3391;3384;1045
1500107;Abaetetuba;PA;16405;18274;21430;31057;43033;51353;51336;8303
1500131;Abel Figueiredo;PA;;1188;1395;1879;2000;2580;2577;577
1500206;Acará;PA;6821;9000;9810;11833;17057;21742;21728;4671
1500305;Afuá;PA;3418;4447;5273;6774;9038;11009;10999;1961
1500347;Água Azul do Norte;PA;;4191;4937;5847;5618;6679;6672;1054
1500404;Alenquer;PA;9731;9767;8209;12125;17906;21937;21910;4004
1500503;Almeirim;PA;5665;6491;7057;7894;9116;12625;12612;3496
1500602;Altamira;PA;13691;17370;17947;26552;41217;54165;54079;12862
1500701;Anajás;PA;2409;2873;3151;4869;6369;7646;7638;1269
1500800;Ananindeua;PA;19020;76642;92806;125922;154891;187331;187238;32347
1500859;Anapu;PA;;;1894;5092;9335;12958;12879;3544
1500909;Augusto Corrêa;PA;5456;5550;6217;8865;12365;13976;13963;1598
1500958;Aurora do Pará;PA;;3061;3952;5856;6652;8258;8241;1589
1501006;Aveiro;PA;2019;2601;2957;3448;4647;6470;6466;1819
1501105;Bagre;PA;2152;1800;2251;4059;5748;6462;6445;697
1501204;Baião;PA;3441;3624;4007;8024;12116;13530;13521;1405
1501253;Bannach;PA;;;851;995;1323;1855;1849;526
1501303;Barcarena;PA;8961;10944;13345;24896;37980;48174;48139;10159
1501402;Belém;PA;255902;251011;297111;369177;422975;528686;528393;105418
1501451;Belterra;PA;;;3029;4004;5350;7585;7571;2221
1501501;Benevides;PA;13780;16755;8112;13694;20497;26304;26292;5795
1501576;Bom Jesus do Tocantins;PA;3257;2408;2934;3861;5108;5795;5785;677
1501600;Bonito;PA;1628;1999;2115;3327;4214;5311;5301;1087
1501709;Bragança;PA;17558;19684;18719;26277;37060;44026;43995;6935
1501725;Brasil Novo;PA;;3000;3665;4374;7195;8943;8913;1718
1501758;Brejo Grande do Araguaia;PA;2409;1373;1621;1921;2130;2963;2961;831
1501782;Breu Branco;PA;;3953;6882;12266;13532;16744;16717;3185
1501808;Breves;PA;11529;13117;13800;17598;24356;28036;28026;3670
1501907;Bujaru;PA;2661;3893;3869;5871;7099;8906;8895;1796
1501956;Cachoeira do Piriá;PA;;;3141;5665;5620;7233;7226;1606
1502004;Cachoeira do Arari;PA;2377;2866;3011;4539;6550;7310;7307;757
1502103;Cametá;PA;13276;14419;16162;23637;33318;39864;39845;6527
1502152;Canaã dos Carajás;PA;;;2528;7482;24376;28514;28506;4130
1502202;Capanema;PA;10232;11338;12807;16914;23060;27633;27614;4554
1502301;Capitão Poço;PA;8201;8281;10144;13004;18213;22990;22977;4764
1502400;Castanhal;PA;20214;25364;30779;45531;63783;79974;79887;16104
1502509;Chaves;PA;2930;2954;3020;4313;4748;5794;5793;1045
1502608;Colares;PA;1548;1687;2033;2800;3995;5664;5661;1666
1502707;Conceição do Araguaia;PA;11237;13120;10676;12889;15172;19569;19556;4384
1502756;Concórdia do Pará;PA;2846;3564;4129;6310;7968;9656;9646;1678
1502764;Cumaru do Norte;PA;;957;1460;2738;3626;4863;4838;1212
1502772;Curionópolis;PA;8247;5502;4790;5235;6416;9033;9033;2617
1502806;Curralinho;PA;2354;2883;3314;5377;8164;9627;9619;1455
1502855;Curuá;PA;;;1723;2649;3903;5173;5170;1267
1502905;Curuçá;PA;4987;4709;5474;8514;12131;15562;15545;3414
1502939;Dom Eliseu;PA;4819;7888;9014;13101;15347;15990;15974;627
1502954;Eldorado do Carajás;PA;;3571;6373;8296;8905;12314;12294;3389
1503002;Faro;PA;2419;1076;1684;1716;2096;2658;2653;557
1503044;Floresta do Araguaia;PA;;;3269;4855;5986;8729;8726;2740
1503077;Garrafão do Norte;PA;3609;4197;4719;5818;7710;9939;9931;2221
1503093;Goianésia do Pará;PA;;4300;5015;7865;8289;10952;10943;2654
1503101;Gurupá;PA;3033;3472;3862;5405;7375;8612;8607;1232
1503200;Igarapé-Açu;PA;5391;6378;7057;9137;11529;14595;14543;3014
1503309;Igarapé-Miri;PA;6638;7947;9121;12046;16925;19830;19814;2889
1503408;Inhangapi;PA;1257;1425;1621;2500;3213;4067;4064;851
1503457;Ipixuna do Pará;PA;;2844;4824;11402;8758;10990;10968;2210
1503507;Irituia;PA;5435;5516;6063;7499;9562;11832;11826;2264
1503606;Itaituba;PA;21456;19508;20525;23941;36386;45806;45681;9295
1503705;Itupiranga;PA;6911;8064;9867;12656;13778;17894;17877;4099
1503754;Jacareacanga;PA;;2655;4636;2530;5086;6793;6765;1679
1503804;Jacundá;PA;8241;8508;9407;12602;12607;15743;15731;3124
1503903;Juruti;PA;3899;4280;5309;9397;12346;16278;16264;3918
1504000;Limoeiro do Ajuru;PA;2518;2893;3225;4888;7177;8273;8272;1095
1504059;Mãe do Rio;PA;4981;4112;5511;7077;9890;11583;11565;1675
1504109;Magalhães Barata;PA;1352;1500;1593;1987;2495;3312;3307;812
1504208;Marabá;PA;24949;32089;38296;60720;86027;106555;106505;20478
1504307;Maracanã;PA;4941;4990;5562;6820;7716;10401;10391;2675
1504406;Marapanim;PA;3834;4583;5373;6715;8375;14387;14368;5993
1504422;Marituba;PA;;;17172;27413;35884;45907;45891;10007
1504455;Medicilândia;PA;5673;5975;4873;7420;8955;12381;12369;3414
1504505;Melgaço;PA;2397;2693;3452;4059;5715;6176;6174;459
1504604;Mocajuba;PA;3014;3274;3595;5359;6854;8399;8397;1543
1504703;Moju;PA;7930;8479;9825;15665;25016;29940;29909;4893
1504802;Monte Alegre;PA;8827;9945;12775;13774;18315;24592;24569;6254
1504901;Muaná;PA;3815;4175;4665;7039;10636;12672;12657;2021
1504950;Nova Esperança do Piriá;PA;;2838;3601;4679;6025;7904;7894;1869
1504976;Nova Ipixuna;PA;;;2665;3796;4571;6152;6133;1562
1505007;Nova Timboteua;PA;1983;2712;2633;3662;4560;5737;5730;1170
1505031;Novo Progresso;PA;;2832;4937;6964;10452;13792;13783;3331
1505064;Novo Repartimento;PA;;6051;8808;15217;18530;26203;26171;7641
1505106;Óbidos;PA;7437;8344;9163;11342;14537;19094;19019;4482
1505205;Oeiras do Pará;PA;3016;3584;3877;5469;8093;9815;9813;1720
1505304;Oriximiná;PA;7409;8116;9255;13708;17956;22334;22324;4368
1505403;Ourém;PA;5648;2831;3002;4125;5758;7075;7068;1310
1505437;Ourilândia do Norte;PA;5125;3849;4257;7145;10381;13418;13413;3032
1505486;Pacajá;PA;5483;5349;5875;10178;12474;17502;17493;5019
1505494;Palestina do Pará;PA;;1248;1610;1993;2200;2949;2949;749
1505502;Paragominas;PA;13228;14308;16913;25007;33006;38166;38147;5141
1505536;Parauapebas;PA;10962;16795;16711;42788;87667;104640;104568;16901
1505551;Pau D'Arco;PA;;1222;1634;1653;2225;3215;3210;985
1505601;Peixe-Boi;PA;1252;1541;1831;2214;2947;3948;3948;1001
1505635;Piçarra;PA;;;2873;3513;4072;5438;5436;1364
1505650;Placas;PA;;;2804;5688;5877;8158;8152;2275
1505700;Ponta de Pedras;PA;3005;3312;3715;5867;7084;9487;9480;2396
1505809;Portel;PA;5044;5920;6720;9663;13286;15210;15204;1918
1505908;Porto de Moz;PA;2643;3675;3931;6151;9065;10513;10506;1441
1506005;Prainha;PA;4053;3800;4893;6192;9205;12578;12546;3341
1506104;Primavera;PA;3220;3769;2042;2649;3528;4335;4327;799
1506112;Quatipuru;PA;;;2296;3061;3649;4436;4434;785
1506138;Redenção;PA;11659;13184;15116;19912;28022;34345;34329;6307
1506161;Rio Maria;PA;5416;4561;4365;5168;6503;8182;8179;1676
1506187;Rondon do Pará;PA;8197;7873;9130;12565;15285;16397;16320;1035
1506195;Rurópolis;PA;3711;4686;5224;9512;9079;11700;11662;2583
1506203;Salinópolis;PA;4159;5550;6932;9168;13482;24985;24976;11494
1506302;Salvaterra;PA;2355;2766;3269;5101;7391;10110;10097;2706
1506351;Santa Bárbara do Pará;PA;;2342;2418;4471;6801;9472;9470;2669
1506401;Santa Cruz do Arari;PA;872;845;978;1501;1771;2049;2048;277
1506500;Santa Izabel do Pará;PA;6569;8280;9548;15308;21491;26258;26248;4757
1506559;Santa Luzia do Pará;PA;;3599;3911;4670;6312;7908;7901;1589
1506583;Santa Maria das Barreiras;PA;1445;2677;2909;5156;5431;7916;7903;2472
1506609;Santa Maria do Pará;PA;3629;4311;4836;6356;8460;10330;10323;1863
1506708;Santana do Araguaia;PA;3363;4746;7685;13946;10540;13830;13811;3271
1506807;Santarém;PA;48771;52034;53648;70130;95606;118426;118386;22780
1506906;Santarém Novo;PA;835;873;1107;1550;1961;2548;2538;577
1507003;Santo Antônio do Tauá;PA;3368;4250;4359;6980;8807;12642;12623;3816
1507102;São Caetano de Odivelas;PA;3818;3510;3199;4256;5177;6576;6569;1392
1507151;São Domingos do Araguaia;PA;;3635;4283;6012;6800;8528;8516;1716
1507201;São Domingos do Capim;PA;7576;4306;5140;6423;8463;10084;10075;1612
1507300;São Félix do Xingu;PA;4563;8506;7674;22541;20836;26357;26332;5496
1507409;São Francisco do Pará;PA;2276;2166;3058;3946;4949;6927;6924;1975
1507458;São Geraldo do Araguaia;PA;7519;7556;6223;6860;7711;9869;9860;2149
1507466;São João da Ponta;PA;;;879;1352;1456;2521;2520;1064
1507474;São João de Pirabas;PA;3060;3357;3604;5057;6553;8743;8738;2185
1507508;São João do Araguaia;PA;3817;1756;2498;3267;4390;6039;6024;1634
1507607;São Miguel do Guamá;PA;6096;7121;8730;12673;16392;19537;19527;3135
1507706;São Sebastião da Boa Vista;PA;2473;2779;3125;4851;6560;7800;7800;1240
1507755;Sapucaia;PA;;;930;1407;1776;2087;2082;306
1507805;Senador José Porfírio;PA;4982;3560;3095;3315;6498;8969;8864;2366
1507904;Soure;PA;3247;3660;4063;5563;7083;9336;9333;2250
1507953;Tailândia;PA;3473;5984;8101;16526;21587;24922;24897;3310
1507961;Terra Alta;PA;;1395;1713;2598;3355;4756;4754;1399
1507979;Terra Santa;PA;;2154;2540;3628;4998;6405;6402;1404
1508001;Tomé-Açu;PA;7444;8974;9610;13648;19818;24205;24171;4353
1508035;Tracuateua;PA;;;4438;6501;8736;10703;10699;1963
1508050;Trairão;PA;;1451;2288;4043;4688;5929;5928;1240
1508084;Tucumã;PA;6230;7220;6229;9474;12825;14711;14699;1874
1508100;Tucuruí;PA;15692;11901;15994;23612;27400;34367;34316;6916
1508126;Ulianópolis;PA;;2202;4356;8582;9700;10626;10610;910
1508159;Uruará;PA;4823;7047;9915;11360;14245;19602;19556;5311
1508209;Vigia;PA;6487;7134;8392;11813;15791;19254;19249;3458
1508308;Viseu;PA;11543;10562;9464;12393;16235;19260;19239;3004
1508357;Vitória do Xingu;PA;;2504;2422;2992;4906;7273;7263;2357
1508407;Xinguara;PA;9564;8923;8696;11508;17900;20892;20839;2939
1600055;Serra do Navio;AP;;524;733;1149;1364;1841;1831;467
1600105;Amapá;AP;1430;1226;1409;1784;2055;2554;2548;493
1600154;Pedra Branca do Amapari;AP;;700;850;2565;3290;4745;4736;1446
1600204;Calçoene;AP;1024;1293;1426;2259;2778;3912;3904;1126
1600212;Cutias;AP;;341;577;1035;1156;1505;1502;346
1600238;Ferreira Gomes;AP;408;480;711;1337;1796;2743;2742;946
1600253;Itaubal;AP;;378;531;949;1361;2023;2022;661
1600279;Laranjal do Jari;AP;4271;6190;6064;9865;10331;13643;13628;3297
1600303;Macapá;AP;33233;46263;60604;94669;123482;149377;149262;25780
1600402;Mazagão;AP;1450;2070;2315;3556;5321;7544;7528;2207
1600501;Oiapoque;AP;1507;1925;2581;4748;7041;9586;9486;2445
1600535;Porto Grande;AP;;1516;2479;4125;5012;7865;7853;2841
1600550;Pracuúba;AP;;290;426;804;913;1324;1323;410
1600600;Santana;AP;8774;13076;15854;22382;28794;34670;34648;5854
1600709;Tartarugalzinho;AP;849;833;1313;2825;3321;4226;4213;892
1600808;Vitória do Jari;AP;;;1614;2766;3006;4008;4008;1002
1700251;Abreulândia;TO;;459;573;760;925;1287;1286;361
1700301;Aguiarnópolis;TO;;;703;1322;1440;1823;1822;382
1700350;Aliança do Tocantins;TO;1442;1670;1619;1728;1852;2547;2547;695
1700400;Almas;TO;1512;1662;2003;2092;2079;2982;2980;901
1700707;Alvorada;TO;2264;2544;2304;2605;3123;3699;3695;572
1701002;Ananás;TO;2294;2000;2285;2644;3182;4004;3953;771
1701051;Angico;TO;;548;646;844;894;1163;1160;266
1701101;Aparecida do Rio Negro;TO;644;775;832;1253;1659;2268;2260;601
1701309;Aragominas;TO;;782;1467;1694;1834;2249;2249;415
1701903;Araguacema;TO;1307;1053;1314;1848;2061;2961;2959;898
1702000;Araguaçu;TO;2993;2568;2604;2938;3052;4305;4302;1250
1702109;Araguaína;TO;21882;24191;27816;43916;57633;71980;71957;14324
1702158;Araguanã;TO;;686;945;1397;1468;1928;1928;460
1702208;Araguatins;TO;5421;4636;5789;8175;10210;13276;13270;3060
1702307;Arapoema;TO;3009;1969;1737;1961;1962;2413;2411;449
1702406;Arraias;TO;2807;2565;2752;3172;3727;5500;5497;1770
1702554;Augustinópolis;TO;2018;2698;2949;4316;5667;6796;6795;1128
1702703;Aurora do Tocantins;TO;950;1091;840;1112;1273;1795;1793;520
1702901;Axixá do Tocantins;TO;1987;2087;1983;2457;2915;3376;3375;460
1703008;Babaçulândia;TO;1879;1933;2204;2529;2682;3810;3806;1124
1703057;Bandeirantes do Tocantins;TO;;;677;918;1161;1460;1454;293
1703073;Barra do Ouro;TO;;;747;1017;1363;1937;1936;573
1703107;Barrolândia;TO;1413;1315;1297;1574;1753;2222;2221;468
1703206;Bernardo Sayão;TO;928;1020;1201;1350;1520;2089;2088;568
1703305;Bom Jesus do Tocantins;TO;;500;525;1055;1337;1723;1723;386
1703602;Brasilândia do Tocantins;TO;;433;504;610;689;879;879;190
1703701;Brejinho de Nazaré;TO;1382;1302;1213;1522;1709;2347;2345;636
1703800;Buriti do Tocantins;TO;1554;1559;1696;2283;2851;3004;3003;152
1703826;Cachoeirinha;TO;;397;408;564;638;789;789;151
1703842;Campos Lindos;TO;;965;1062;1888;2419;3021;3017;598
1703867;Cariri do Tocantins;TO;;669;797;1075;1280;1639;1638;358
1703883;Carmolândia;TO;;360;492;666;747;900;898;151
1703891;Carrasco Bonito;TO;;584;691;938;1012;1345;1345;333
1703909;Caseara;TO;558;560;908;1347;1629;2090;2084;455
1704105;Centenário;TO;;446;502;702;772;1071;1071;299
1704600;Chapada de Areia;TO;;;334;454;563;916;915;352
1705102;Chapada da Natividade;TO;;;807;928;1028;1363;1363;335
1705508;Colinas do Tocantins;TO;4676;5867;6406;9161;11817;13448;13432;1615
1705557;Combinado;TO;1014;1127;1098;1449;1741;2175;2170;429
1705607;Conceição do Tocantins;TO;1027;883;998;1159;1295;1830;1827;532
1706001;Couto Magalhães;TO;1469;988;1089;1422;1845;2540;2539;694
1706100;Cristalândia;TO;2430;1995;1926;2268;2346;2977;2974;628
1706258;Crixás do Tocantins;TO;;;346;490;508;679;677;169
1706506;Darcinópolis;TO;;865;989;1491;1990;2590;2589;599
1707009;Dianópolis;TO;2888;3090;3503;5156;5817;7387;7381;1564
1707108;Divinópolis do Tocantins;TO;1427;1566;1508;1954;2533;3391;3390;857
1707207;Dois Irmãos do Tocantins;TO;1593;1786;1848;2278;2290;3122;3122;832
1707306;Dueré;TO;1093;1075;1173;1459;1626;2349;2345;719
1707405;Esperantina;TO;;1206;1621;2255;2317;3212;3211;894
1707553;Fátima;TO;950;955;968;1144;1194;1495;1492;298
1707652;Figueirópolis;TO;1633;1553;1538;1743;1948;2489;2489;541
1707702;Filadélfia;TO;2142;1548;1807;2287;2556;3184;3183;627
1708205;Formoso do Araguaia;TO;3504;4102;4640;5369;6457;8358;8358;1901
1708254;Tabocão;TO;;569;588;688;1145;1484;1483;338
1708304;Goianorte;TO;1028;1159;1223;1527;1691;2268;2268;577
1709005;Goiatins;TO;3328;2811;2357;2996;3696;4781;4774;1078
1709302;Guaraí;TO;4599;4991;5209;6986;8831;10302;10298;1467
1709500;Gurupi;TO;12805;15859;17070;23302;30592;36784;36775;6183
1709807;Ipueiras;TO;;;274;518;563;864;863;300
1710508;Itacajá;TO;2761;1472;1580;1880;2161;2794;2794;633
1710706;Itaguatins;TO;2210;1368;1476;1621;1742;2687;2687;945
1710904;Itapiratins;TO;;752;799;1067;1274;1702;1700;426
1711100;Itaporã do Tocantins;TO;780;759;645;751;822;1113;1105;283
1711506;Jaú do Tocantins;TO;;814;853;1144;1237;1862;1862;625
1711803;Juarina;TO;;529;569;678;737;1093;1093;356
1711902;Lagoa da Confusão;TO;;975;1413;2648;4800;5576;5570;770
1711951;Lagoa do Tocantins;TO;;527;559;901;1068;1445;1445;377
1712009;Lajeado;TO;;320;567;802;1164;1773;1773;609
1712157;Lavandeira;TO;;;296;491;586;873;873;287
1712405;Lizarda;TO;808;782;828;1015;987;1474;1472;485
1712454;Luzinópolis;TO;;;447;729;870;1087;1086;216
1712504;Marianópolis do Tocantins;TO;504;648;920;1341;1594;2039;2039;445
1712702;Mateiros;TO;;292;343;562;811;1031;1030;219
1712801;Maurilândia do Tocantins;TO;;606;622;850;998;1300;1299;301
1713205;Miracema do Tocantins;TO;4563;4157;5920;5949;6365;8836;8835;2470
1713304;Miranorte;TO;2394;2614;3043;3792;4398;5251;5249;851
1713601;Monte do Carmo;TO;1225;1261;1232;1888;1929;2744;2742;813
1713700;Monte Santo do Tocantins;TO;;;540;687;882;1264;1263;381
1713809;Palmeiras do Tocantins;TO;;732;1038;1507;1553;2094;2093;540
1713957;Muricilândia;TO;;692;691;898;1178;1279;1279;101
1714203;Natividade;TO;2104;2589;2099;2608;3061;3856;3854;793
1714302;Nazaré;TO;1777;1466;1172;1229;1531;1935;1934;403
1714880;Nova Olinda;TO;1612;1991;2267;3007;3517;4641;4637;1120
1715002;Nova Rosalândia;TO;681;839;825;1140;1167;1469;1467;300
1715101;Novo Acordo;TO;781;650;675;1061;1330;1766;1766;436
1715150;Novo Alegre;TO;;435;567;689;718;932;930;212
1715259;Novo Jardim;TO;;401;460;662;704;1007;1002;298
1715507;Oliveira de Fátima;TO;;;228;319;398;555;555;157
1715705;Palmeirante;TO;;782;851;1369;1663;2483;2482;819
1715754;Palmeirópolis;TO;2451;1897;1988;2363;2528;3617;3616;1088
1716109;Paraíso do Tocantins;TO;6356;8288;9556;13463;18289;20962;20939;2650
1716208;Paranã;TO;2217;2120;2452;2878;3670;5700;5696;2026
1716307;Pau D'Arco;TO;;1117;1024;1315;1372;1889;1889;517
1716505;Pedro Afonso;TO;2508;1893;2225;3311;4739;5831;5813;1074
1716604;Peixe;TO;2841;2167;2374;3292;3418;5320;5320;1902
1716653;Pequizeiro;TO;730;847;1175;1516;1706;2199;2199;493
1716703;Colméia;TO;1990;2242;2539;2801;3209;4054;4049;840
1717008;Pindorama do Tocantins;TO;948;974;1011;1241;1490;2111;2109;619
1717206;Piraquê;TO;;417;533;864;793;1176;1176;383
1717503;Pium;TO;1658;1523;1432;1999;2374;3290;3286;912
1717800;Ponte Alta do Bom Jesus;TO;1343;1096;1073;1321;1580;2255;2253;673
1717909;Ponte Alta do Tocantins;TO;1406;1378;1438;2032;2498;3309;3291;793
1718006;Porto Alegre do Tocantins;TO;417;538;545;743;922;1226;1225;303
1718204;Porto Nacional;TO;8783;9480;10724;13774;21365;29924;29911;8546
1718303;Praia Norte;TO;1233;1038;1367;1836;2454;2882;2878;424
1718402;Presidente Kennedy;TO;1381;950;969;1077;1066;1321;1320;254
1718451;Pugmil;TO;;;513;722;785;998;995;210
1718501;Recursolândia;TO;;598;635;903;1043;1327;1326;283
1718550;Riachinho;TO;;722;806;1150;1259;1669;1668;409
1718659;Rio da Conceição;TO;;200;244;455;568;855;851;283
1718709;Rio dos Bois;TO;;476;575;787;961;1306;1306;345
1718758;Rio Sono;TO;1334;1312;1370;1683;1664;2532;2532;868
1718808;Sampaio;TO;858;587;617;997;1254;1559;1558;304
1718840;Sandolândia;TO;;889;903;1124;1311;1874;1868;557
1718865;Santa Fé do Araguaia;TO;;919;1240;1828;2362;2668;2661;299
1718881;Santa Maria do Tocantins;TO;;450;503;817;922;1290;1280;358
1718899;Santa Rita do Tocantins;TO;;;533;672;780;1126;1125;345
1718907;Santa Rosa do Tocantins;TO;826;774;928;1346;1566;2262;2262;696
1719004;Santa Tereza do Tocantins;TO;582;421;461;664;853;1191;1191;338
1720002;Santa Terezinha do Tocantins;TO;;;550;683;791;1039;1039;248
1720101;São Bento do Tocantins;TO;;575;799;1170;1705;2204;2204;499
1720150;São Félix do Tocantins;TO;;202;248;345;551;661;658;107
1720200;São Miguel do Tocantins;TO;;1848;1925;2737;4058;5594;5592;1534
1720259;São Salvador do Tocantins;TO;;479;654;827;858;1497;1496;638
1720309;São Sebastião do Tocantins;TO;836;716;804;1079;1235;1650;1650;415
1720499;São Valério;TO;750;1126;1285;1347;1695;2294;2291;596
1720655;Silvanópolis;TO;1161;1068;1146;1546;1728;2344;2344;616
1720804;Sítio Novo do Tocantins;TO;1554;2097;2118;2416;3260;3774;3769;509
1720853;Sucupira;TO;;339;415;551;591;848;848;257
1720903;Taguatinga;TO;2473;3221;3306;4352;5011;6674;6673;1662
1720937;Taipas do Tocantins;TO;;357;388;532;680;852;852;172
1720978;Talismã;TO;;;659;803;916;1368;1368;452
1721000;Palmas;TO;4686;20780;35523;69002;105997;129313;129142;23145
1721109;Tocantínia;TO;1313;1173;1323;1663;2000;2768;2766;766
1721208;Tocantinópolis;TO;6265;5032;5372;6206;7384;8593;8590;1206
1721257;Tupirama;TO;;;308;478;658;828;828;170
1721307;Tupiratins;TO;;300;345;646;678;968;965;287
1722081;Wanderlândia;TO;1841;2284;2488;2916;3537;4569;4562;1025
1722107;Xambioá;TO;2433;2404;2829;3192;3510;4627;4625;1115
2100055;Açailândia;MA;16199;21173;19716;27536;34388;44339;44317;9929
2100105;Afonso Cunha;MA;814;927;962;1305;1699;2104;2100;401
2100154;Água Doce do Maranhão;MA;;;2020;2730;3543;4308;4305;762
2100204;Alcântara;MA;4138;4377;5027;6078;6288;8541;8539;2251
2100303;Aldeias Altas;MA;4011;4226;4150;5794;6664;8003;8001;1337
2100402;Altamira do Maranhão;MA;3904;3422;2317;2636;1950;2372;2371;421
2100436;Alto Alegre do Maranhão;MA;;;4561;5856;7540;9177;9169;1629
2100477;Alto Alegre do Pindaré;MA;;;6000;7282;7425;9921;9898;2473
2100501;Alto Parnaíba;MA;1950;2090;2194;2647;3405;4363;4341;936
2100550;Amapá do Maranhão;MA;;;1087;1509;2025;2559;2559;534
2100600;Amarante do Maranhão;MA;4351;6099;6720;9302;10849;14809;14799;3950
2100709;Anajatuba;MA;3915;4210;5112;6494;8159;9570;9567;1408
2100808;Anapurus;MA;1978;2130;2200;3331;3996;4930;4925;929
2100832;Apicum-Açu;MA;;;2128;3404;5044;5768;5763;719
2100873;Araguanã;MA;;;1818;3057;3210;3900;3899;689
2100907;Araioses;MA;8364;9104;7369;10271;11973;14732;14722;2749
2100956;Arame;MA;5813;5296;5737;7003;7154;9520;9515;2361
2101004;Arari;MA;4660;5040;5460;6935;8966;10555;10549;1583
2101103;Axixá;MA;1654;1764;1946;2548;3344;4164;4159;815
2101202;Bacabal;MA;20857;22687;21246;26285;32893;38937;38920;6027
2101251;Bacabeira;MA;;;2263;3662;5290;6951;6949;1659
2101301;Bacuri;MA;4510;4586;3328;4219;5126;6180;6169;1043
2101350;Bacurituba;MA;;;1051;1397;1742;2201;2200;458
2101400;Balsas;MA;8327;10157;13169;21314;30817;36958;36887;6070
2101509;Barão de Grajaú;MA;2890;3256;3558;4730;6226;8586;8578;2352
2101608;Barra do Corda;MA;17380;17820;17143;21663;27087;36812;36799;9712
2101707;Barreirinhas;MA;5320;6194;7806;12209;17971;25361;25330;7359
2101731;Belágua;MA;;;977;1275;2070;2536;2536;466
2101772;Bela Vista do Maranhão;MA;;;2070;2983;3492;4181;4180;688
2101806;Benedito Leite;MA;1884;2138;1200;1424;1756;2373;2365;609
2101905;Bequimão;MA;4556;4781;4471;5643;6707;8138;8112;1405
2101939;Bernardo do Mearim;MA;;;1198;1508;1803;2152;2152;349
2101970;Boa Vista do Gurupi;MA;;;1017;1832;2146;2823;2815;669
2102002;Bom Jardim;MA;7997;10297;7394;9618;9753;12909;12897;3144
2102036;Bom Jesus das Selvas;MA;;;3444;6245;8264;11547;11542;3278
2102077;Bom Lugar;MA;;;2463;3528;3560;4138;4135;575
2102101;Brejo;MA;5324;5905;5897;7944;9644;11465;11458;1814
2102150;Brejo de Areia;MA;;;1334;1279;2545;3454;3450;905
2102200;Buriti;MA;4529;4864;4876;6062;8083;9897;9883;1800
2102309;Buriti Bravo;MA;4410;4654;4800;5715;6661;8611;8609;1948
2102325;Buriticupu;MA;;;10140;15017;16339;21034;21012;4673
2102358;Buritirana;MA;;;2956;3783;4116;5550;5545;1429
2102374;Cachoeira Grande;MA;;;1383;1772;2681;3314;3309;628
2102408;Cajapió;MA;2470;2606;1975;2594;3145;3658;3658;513
