cod_mun;mun;uf;AVG MDPPO 1991;AVG MDPPO 1996;AVG MPPO 2000;AVG MDPPO 2007;AVG MDPPO 2010;AVG MDPPO 2022;MDPPO 1991;MDPPO 1996;MPPO 2000;MDPPO 2007;MDPPO 2010;MDPPO 2022;DPPO 1991;DPPO 1996;DPPO 2000;DPPO 2007;DPPO 2010;DPPO 2022;DPP 2022;DPPV 2022;DPPUO 2022
1700350;Aliança do Tocantins;TO;4,74;4,29;3,83;3,42;3,28;2,78;6836;7167;6152;5697;5658;5147;1442;1670;1607;1665;1724;1852;2547;405;290
1700400;Almas;TO;4,93;4,61;4,34;4,03;3,61;3,11;7454;7670;8209;7488;7497;6475;1512;1662;1890;1857;2079;2079;2980;519;382
1700707;Alvorada;TO;4,33;3,99;3,69;3,25;3,21;2,81;9810;10148;8397;7925;8306;8782;2264;2544;2273;2437;2586;3123;3695;410;162
1701002;Ananás;TO;5,10;4,84;4,57;3,91;3,72;3,19;11705;9678;10493;9332;9822;10151;2294;2000;2296;2384;2640;3182;3953;358;413
1701051;Angico;TO;;4,97;4,43;4,01;3,77;3,21;;2723;2878;3156;3171;2872;;548;650;788;842;894;1160;125;141
1701101;Aparecida do Rio Negro;TO;5,07;4,68;4,23;3,76;3,36;2,91;3266;3624;3491;4018;4204;4826;644;775;826;1069;1250;1659;2260;294;307
1701309;Aragominas;TO;;4,44;4,21;3,79;3,47;2,88;;3474;6140;5451;5866;5283;;782;1457;1440;1691;1834;2249;249;166
1701903;Araguacema;TO;4,88;4,47;4,08;3,67;3,41;2,87;6375;4709;5325;5390;6232;5914;1307;1053;1304;1467;1828;2061;2959;361;537
1702000;Araguaçu;TO;4,24;3,80;3,58;3,23;2,97;2,64;12679;9752;9303;8918;8708;8058;2993;2568;2599;2757;2928;3052;4302;589;661
1702109;Araguaína;TO;4,70;4,31;4,06;3,79;3,42;2,96;102785;104337;112043;113174;150100;170778;21882;24191;27572;29880;43848;57633;71957;9749;4575
1702158;Araguanã;TO;;4,37;4,53;4,11;3,60;2,93;;3000;4196;4997;5017;4300;;686;927;1215;1393;1468;1928;243;217
1702208;Araguatins;TO;5,11;4,78;4,48;4,09;3,83;3,12;27727;22155;25729;25518;31222;31834;5421;4636;5737;6246;8157;10210;13270;1747;1313
1702307;Arapoema;TO;4,62;4,35;4,04;3,80;3,42;2,82;13915;8572;6868;6785;6702;5542;3009;1969;1699;1785;1957;1962;2411;271;178
1702406;Arraias;TO;4,58;4,40;3,96;3,59;3,34;2,74;12844;11281;10841;10509;10545;10194;2807;2565;2740;2931;3159;3727;5497;774;996
1702554;Augustinópolis;TO;5,06;5,14;4,41;3,88;3,69;3,07;10210;13872;12851;14671;15889;17405;2018;2698;2913;3783;4306;5667;6795;644;484
1702703;Aurora do Tocantins;TO;4,81;3,99;3,69;3,31;3,10;2,62;4566;4351;3015;3371;3422;3340;950;1091;818;1017;1105;1273;1793;198;322
1702901;Axixá do Tocantins;TO;4,98;4,64;4,43;3,98;3,78;3,52;9904;9683;8810;8874;9264;10259;1987;2087;1988;2227;2452;2915;3375;326;134
1703008;Babaçulândia;TO;4,81;4,53;4,79;4,35;4,11;2,94;9047;8754;10659;10298;10362;7875;1879;1933;2227;2370;2524;2682;3806;333;791
1703057;Bandeirantes do Tocantins;TO;;;3,91;3,68;3,41;2,93;;;2511;2704;3116;3397;;;642;735;915;1161;1454;140;153
1703073;Barra do Ouro;TO;;;4,80;4,13;4,05;3,28;;;3520;3534;4108;4475;;;734;855;1014;1363;1936;229;344
1703107;Barrolândia;TO;4,60;4,15;3,92;3,37;3,35;2,74;6502;5452;5067;5136;5259;4797;1413;1315;1291;1526;1572;1753;2221;274;194
1703206;Bernardo Sayão;TO;4,65;4,19;3,78;3,32;3,29;2,78;4312;4274;4536;4499;4426;4221;928;1020;1200;1355;1344;1520;2088;390;178
1703305;Bom Jesus do Tocantins;TO;;4,50;4,49;3,85;3,58;3,02;;2252;2298;2678;3756;4037;;500;512;695;1050;1337;1723;181;205
1703602;Brasilândia do Tocantins;TO;;4,06;3,82;3,45;3,38;2,87;;1760;1923;2113;2061;1974;;433;504;613;610;689;879;93;97
1703701;Brejinho de Nazaré;TO;4,92;4,55;4,03;3,63;3,41;2,76;6800;5922;4846;5282;5178;4723;1382;1302;1202;1455;1518;1709;2345;380;256
1703800;Buriti do Tocantins;TO;5,12;4,85;4,62;4,24;4,28;3,61;7951;7557;7820;8146;9760;10303;1554;1559;1693;1919;2282;2851;3003;113;39
1703826;Cachoeirinha;TO;;5,12;4,87;4,17;3,82;3,07;;2032;1964;2129;2139;1961;;397;403;510;560;638;789;90;61
1703842;Campos Lindos;TO;;5,28;5,31;4,70;4,30;3,56;;5096;5595;7584;8102;8623;;965;1053;1615;1882;2419;3017;305;293
1703867;Cariri do Tocantins;TO;;3,64;3,58;3,42;3,15;2,83;;2437;2803;3293;3380;3628;;669;782;964;1074;1280;1638;168;190
1703883;Carmolândia;TO;;4,43;4,10;3,48;3,48;2,94;;1594;1989;2307;2313;2198;;360;485;662;664;747;898;97;54
1703891;Carrasco Bonito;TO;;4,67;4,66;4,22;3,93;3,28;;2727;3212;3305;3688;3318;;584;690;784;938;1012;1345;260;73
1703909;Caseara;TO;4,82;4,48;4,03;3,62;3,41;2,96;2692;2511;3652;4610;4577;4818;558;560;906;1273;1341;1629;2084;200;255
1704105;Centenário;TO;;4,90;4,29;3,59;3,66;2,76;;2186;2163;2374;2566;2131;;446;504;661;702;772;1071;54;245
1704600;Chapada de Areia;TO;;;3,80;3,49;2,94;2,66;;;1270;1239;1334;1499;;;334;355;454;563;915;222;130
